date,BTC Market Cap,ETH Market Cap,Top 10 (Without BTC & ETH),Others,All
2019-11-15,156230551241.27246,20069162255.474976,35248703519.80416,21907051455.8584,233455468472.41
2019-11-16,152925645908.6678,19545090767.174282,34297087405.188095,21495221726.93482,228263045807.96497
2019-11-17,153343011226.43033,19844844655.043144,34446446708.93736,21464705189.36717,229099007779.77798
2019-11-18,153491320212.84177,19958777557.908268,34521365353.00976,21620048870.3832,229591511994.143
2019-11-19,148089631526.6356,19368856364.95644,32969121199.73599,20737183523.15497,221164792614.483
2019-11-20,146797393103.30997,19065767350.091602,32277578888.04173,20408594631.0557,218549333972.499
2019-11-21,146173851045.95633,18988847253.54836,31940360439.91561,20068408404.1627,217171467143.583
2019-11-22,137741605692.4732,17491549308.65305,30447101593.32727,19073114403.23048,204753370997.684
2019-11-23,131796120680.40385,16287556192.270582,29014189051.56537,17877932358.6192,194975798282.859
2019-11-24,132153647357.58482,16542855738.706274,29625950543.869823,18290763419.08708,196613217059.248
2019-11-25,126056411448.4486,15475834863.359888,28073882012.647167,17107675141.03834,186713803465.49396
2019-11-26,128442554040.63123,15886464708.930641,28266114427.23919,17525607530.42094,190120740707.222
2019-11-27,129550686418.96344,16079208209.774965,28630467147.204037,17861584242.37156,192121946018.314
2019-11-28,135280930611.90535,16624532572.655481,29182165261.598568,18486693941.5846,199574322387.744
2019-11-29,134540136588.5858,16410189698.68012,28959401264.15782,18535662539.73826,198445390091.16202
2019-11-30,139585890644.02713,16758887510.141882,29776233198.779255,19064952399.66273,205185963752.611
2019-12-01,136619988247.82372,16526371128.750948,29276885265.604385,18500039176.23495,200923283818.41403
2019-12-02,133806709251.17145,16406763648.56546,29075079051.69256,18553351729.35953,197841903680.789
2019-12-03,132186853223.4845,16190436587.112755,28468936716.378483,18364249780.70626,195210476307.682
2019-12-04,131920184619.24728,16020038545.991947,28288886561.841732,18388350903.28204,194617460630.363
2019-12-05,130707605071.54597,15854160155.08143,27951061016.6629,18072363216.6367,192585189459.927
2019-12-06,133644089121.62451,16080828336.473515,28343805691.013054,18225379238.87592,196294102387.987
2019-12-07,135763797983.31136,16139573040.723936,28673137929.85517,18371427902.75953,198947936856.64996
2019-12-08,135655571430.9959,16002334420.498518,28725124849.71215,18294829357.09043,198677860058.297
2019-12-09,135886870643.2531,16377855974.169815,28921520148.333763,18862754872.57732,200049001638.334
2019-12-10,133091781420.79082,16043706474.69232,28381463207.29494,18367709335.09692,195884660437.875
2019-12-11,130970047495.47795,15849875150.02611,28133295276.21649,17874139943.23945,192827357864.96
2019-12-12,130242932604.26935,15578842749.139772,27959939469.013947,18003210290.78993,191784925113.21298
2019-12-13,130489545691.80917,15788957248.11528,27964184952.83007,17897425336.21348,192140113228.968
2019-12-14,131188243085.0565,15750794124.489826,28185241923.610596,18071744914.78908,193196024047.946
2019-12-15,128114177662.37697,15443355857.400137,27651249120.711117,17637828099.40078,188846610739.889
2019-12-16,128886696696.6067,15508762801.226492,27747614591.89856,17863256691.62425,190006330781.356
2019-12-17,124984942945.9272,14450939875.930876,26464011537.105797,17000600677.06613,182900495036.03
2019-12-18,119931733577.11955,13287532088.063696,24413340068.491756,15930525703.691,173563131437.366
2019-12-19,131230049166.53404,14431239759.79371,25839404330.91383,17176596171.17942,188677289428.421
2019-12-20,129498636860.963,13910360785.04459,25375862674.68485,16827316027.20256,185612176347.89502
2019-12-21,130122764301.36633,13960011409.004557,25850867180.308983,17112469056.42513,187046111947.105
2019-12-22,129342305760.32504,13835225941.813122,25486139132.471737,16830633616.2551,185494304450.865
2019-12-23,135086328271.26213,14364983064.322144,26207120186.844807,17349526308.88892,193007957831.31802
2019-12-24,132931613272.25092,13932981482.574308,25650550017.225952,16900097001.63582,189415241773.687
2019-12-25,131358497318.59528,13937886620.894697,25615975399.648876,16863513705.52615,187775873044.66498
2019-12-26,130643567866.79239,13638505587.030851,25376139512.26792,16424832154.45184,186083045120.543
2019-12-27,130768750218.36032,13697038140.554945,25544281797.212086,16704590394.48865,186714660550.616
2019-12-28,131349923253.42535,13773176348.366127,25961319511.80065,16757380289.39587,187841799402.988
2019-12-29,132567576727.86806,13985982758.17354,26573638286.04205,16703417462.03235,189830615234.116
2019-12-30,133997529973.30914,14666626034.39065,27041482060.18871,16994320647.8225,192699958715.71103
2019-12-31,131377523457.07199,14330460495.39055,26550645212.77391,16539716071.66955,188798345236.906
2020-01-01,130394101535.60994,14097451631.783957,26369228291.989643,16645874022.34846,187506655481.732
2020-01-02,130422953817.668,14230588104.281237,26388974897.865765,16887279450.221,187929796270.036
2020-01-03,126280790200.20206,13859793329.814827,25550875566.150356,16335420066.43576,182026879162.603
2020-01-04,132766262579.09486,14613194775.854177,26908533129.944035,17019790172.57393,191307780657.467
2020-01-05,133474716218.18333,14636213160.069315,27170176111.773605,17190791919.70375,192471897409.72998
2020-01-06,133388991086.87987,14738834254.266087,27274581079.970566,17259961953.62148,192662368374.738
2020-01-07,140557168287.4443,15692578635.119993,29420148133.471447,18344793709.49626,204014688765.53198
2020-01-08,147798610895.50055,15656491188.064734,29271533599.09372,18427766814.587,211154402497.246
2020-01-09,146089575425.2795,15364547561.67077,28657494306.11238,18167650301.23735,208279267594.30005
2020-01-10,141913856953.47913,14998595868.023438,28330224323.580288,17794899389.58914,203037576534.672
2020-01-11,146879934259.3087,15647071448.436348,30803980144.303905,18277394643.38405,211608380495.43298
2020-01-12,145561586658.57422,15564837467.520994,30391249914.098846,18480153581.57094,209997827621.765
2020-01-13,148204228775.38776,15859031094.44091,31302455581.73795,18675607790.22338,214041323241.79
2020-01-14,147446058196.45944,15715287657.358463,31109219594.059654,18551376469.12744,212821941917.005
2020-01-15,159481192213.82108,18075462340.568443,39589689168.812256,20447296049.51322,237593639772.715
2020-01-16,159960761751.8495,18104742352.015366,37564232227.46882,21734916716.18632,237364653047.52
2020-01-17,158412991117.64667,17869543294.566414,37136776486.46581,21603964668.2281,235023275566.90698
2020-01-18,161848747742.1508,18727969032.79025,38578880232.45638,22541477449.98257,241697074457.38
2020-01-19,161823609428.34625,19138755594.52358,37327405387.64767,21891101472.7295,240180871883.247
2020-01-20,157906057309.30655,18220366702.244606,36899833594.33894,21313691332.9359,234339948938.826
2020-01-21,156848009983.54858,18243871990.6739,37491729412.06426,21502655537.61126,234086266923.898
2020-01-22,158564958350.98007,18460475135.804626,37988283767.93165,21778820930.31266,236792538185.029
2020-01-23,157502652064.02246,18358377435.95901,37797153983.56009,21749478298.20344,235407661781.745
2020-01-24,152984928858.5764,17722969842.693172,35570195695.11376,20821735279.54467,227099829675.928
2020-01-25,153294353936.51035,17777723072.283943,35661455455.68017,20861516234.03054,227595048698.505
2020-01-26,151794495723.25214,17587666193.195988,35210363385.44017,20694487577.2447,225287012879.133
2020-01-27,156302144661.30927,18279197138.315884,36729544802.9357,21361221751.83815,232672108354.399
2020-01-28,161473602737.4275,18576520021.386745,38077026754.95281,21914393524.98794,240041543038.755
2020-01-29,169518428144.8912,19212409346.36024,39061641402.51278,22805730113.92178,250598209007.686
2020-01-30,168738228801.50467,19140249467.28951,38881748979.8646,23116908759.13822,249877136007.797
2020-01-31,172993102966.37723,20090242968.224346,40559429488.399185,23694604533.10824,257337379956.10898
2020-02-01,169340144566.23718,19751392940.997242,39327746725.21968,23385991436.8459,251805275669.3
2020-02-02,170361167834.16483,20079997942.89275,39840782726.98685,23801721199.22357,254083669703.268
2020-02-03,169926610304.08496,20619310835.276108,40294104930.891556,24319809584.04838,255159835654.301
2020-02-04,169406963182.6937,20791014743.301926,40618671762.37658,24650072702.3988,255466722390.771
2020-02-05,167075369075.11478,20665245888.10715,40725636491.7582,24928463711.84987,253394715166.83002
2020-02-06,174596806174.2994,22414850796.683693,43511432902.273865,26000509764.66204,266523599637.919
2020-02-07,177388314197.5645,23314707733.86607,44193327395.81729,26751154730.92314,271647504058.17102
2020-02-08,178414902529.15167,24407934017.312393,44349679154.25332,27132009685.77562,274304525386.49298
2020-02-09,180081607384.42255,24478412143.01876,45403560664.73752,27207004758.09617,277170584950.275
2020-02-10,184792100015.16357,25011126326.73704,46549979559.74566,28378837693.61273,284732043595.259
2020-02-11,180145850760.05313,24577280465.17777,46338346675.56088,28949621933.67822,280011099834.47
2020-02-12,186262984851.99295,25966283262.662064,47661511797.20681,30416357651.11218,290307137562.974
2020-02-13,188132988212.86746,29001954205.996136,49436462597.93086,31745754302.09254,298317159318.88696
2020-02-14,186190344916.03287,29312880235.867893,49953149771.42727,31569557384.29297,297025932307.621
2020-02-15,187680301470.73926,31059453816.69378,51274029086.2342,32888356416.17676,302902140789.844
2020-02-16,180265718400.57037,28909877146.05339,46665282624.61687,30716059296.97037,286556937468.21106
2020-02-17,181221481668.7407,28746450516.039288,45046191291.22123,30044760535.66278,285058884011.66394
2020-02-18,176547652266.39673,29075052114.63163,44635906660.6459,29243873107.57574,279502484149.25
2020-02-19,184918071499.10074,31034929114.66128,46160462071.01545,30286866989.29553,292400329674.073
2020-02-20,175312937106.92148,28662558273.135616,43341379395.061745,28496360717.49216,275813235492.611
2020-02-21,174871048291.16623,28258309183.25315,42405801597.95956,28234900528.82006,273770059601.199
2020-02-22,176701844101.55685,29114570356.366127,42970340549.10226,28762615289.22776,277549370296.253
2020-02-23,176097270350.4831,28657670954.134422,42658216308.11633,28024400347.25614,275437557959.99
2020-02-24,181368043820.09412,30135977087.940575,44696670632.97208,29326751980.64623,285527443521.653
2020-02-25,175872097740.40662,28974292556.854683,42463944597.29128,27904319169.31642,275214654063.869
2020-02-26,170478976467.6238,27274600634.783813,40207388875.82304,26217213329.54535,264178179307.776
2020-02-27,160731785487.8149,24823014146.598347,36339355969.40331,24185578347.01844,246079733950.83502
2020-02-28,160149975301.41962,24879553838.25944,36898258832.57796,24528323256.60198,246456111228.859
2020-02-29,159030381910.26715,25137364865.97101,36511404071.61737,24712970894.96647,245392121742.822
2020-03-01,156047250857.11172,24105658618.96741,35800547324.56861,24284130463.82026,240237587264.468
2020-03-02,155934421965.2728,24049874527.90718,35989520178.40407,23970993307.14595,239944809978.72998
2020-03-03,162521881368.8758,25392608994.495888,37932229374.04848,25456344323.27983,251303064060.7
2020-03-04,159816567727.14258,24709361638.74632,37418120841.95128,25353013266.28482,247297063474.12497
2020-03-05,159869936941.09732,24635535324.34428,36972855432.01662,25526257259.46478,247004584956.92297
2020-03-06,165070261612.788,25072941968.371387,37955299779.60611,26205897004.8105,254304400365.576
2020-03-07,166791067805.42844,26861442576.626507,38997344532.610725,26584142348.98832,259233997263.65396
2020-03-08,162543409238.00458,26199142579.509506,37414514868.19456,25586954292.01435,251744020977.723
2020-03-09,147076617271.6885,22145350491.45419,32273134149.40055,22521237917.24876,224016339829.792
2020-03-10,144664117909.4077,22001125399.41239,32375332764.68623,22291288288.37968,221331864361.886
2020-03-11,144410718987.88852,22178131746.591427,32726696881.210556,22610103901.6355,221925651517.326
2020-03-12,144948460093.29614,21375073649.951973,32145799878.56289,21972912422.994,220442246044.805
2020-03-13,93092131086.97026,11956631650.303354,21076405647.765057,13346204747.10433,139471373132.143
2020-03-14,101262945297.35811,14567054564.19822,23773058483.15842,15507016320.77525,155110074665.49
2020-03-15,95216478864.65564,13505998666.239887,22565973889.528454,14658988266.22502,145947439686.649
2020-03-16,98632587514.00247,13756072458.523424,23550256340.755177,15368537667.10893,151307453980.38998
2020-03-17,91962797384.28253,12178760413.015514,21991874027.005104,14022027307.91185,140155459132.21503
2020-03-18,98079756006.79294,12991193734.51619,23186410637.7939,14921899092.85397,149179259471.957
2020-03-19,98259998309.05324,12900856057.87349,22903919665.44754,15130777831.10873,149195551863.483
2020-03-20,112778383593.49141,15068113354.89011,26088575869.36148,17359456613.358,171294529431.10098
2020-03-21,113030383272.51407,14451395504.502293,25617851059.918056,17171208880.02958,170270838716.964
2020-03-22,112349835902.32983,14575207631.098148,25908151023.82012,16985178085.0639,169818372642.312
2020-03-23,107128564670.89128,13499834314.773163,24648405959.236526,15907022904.72103,161183827849.622
2020-03-24,118046727572.5451,14944699607.313162,26022808361.66464,17084943790.9151,176099179332.438
2020-03-25,123064256188.85924,15385255695.77982,26802959277.2783,17698941746.05864,182951412907.976
2020-03-26,122445336599.19923,15020580578.564753,26386358260.20657,17375812088.01745,181228087525.988
2020-03-27,123732739823.4625,15277363230.972204,27316037062.31164,17795736245.55866,184121876362.305
2020-03-28,117019679177.81361,14958737456.74538,26333895331.50339,17037566584.48762,175349878550.55
2020-03-29,114171796491.49913,14468066254.835968,26443440261.190025,17038569917.99788,172121872925.523
2020-03-30,108551603303.50957,13819843925.360764,25252066946.13257,16209143913.1141,163832658088.117
2020-03-31,117151628726.53436,14615131244.892355,26551338407.957718,17123112621.56657,175441211000.951
2020-04-01,117750205634.39989,14699970260.177477,26733206119.124203,17347799262.04943,176531181275.751
2020-04-02,120921617010.34784,14896572551.520117,26878807049.779205,17684590344.64684,180381586956.294
2020-04-03,124719708453.63535,15522802609.007648,29515500595.151985,18044953332.18302,187802964989.978
2020-04-04,123234164427.70816,15597757554.270603,29878116388.55777,18131483057.99247,186841521428.529
2020-04-05,125564427826.17566,15898519073.894499,30114794708.68204,18249486780.6218,189827228389.374
2020-04-06,124272363451.93964,15770466064.128725,29812630188.449516,17994021144.57212,187849480849.09
2020-04-07,133484854333.44951,18679968361.111393,32260541888.706615,19838782183.71948,204264146766.987
2020-04-08,131782164465.85344,18166748814.85624,31759563700.02112,19735176899.8612,201443653880.592
2020-04-09,134518720640.0234,19089126835.76443,33426130305.26287,20333555733.4203,207367533514.471
2020-04-10,133598651281.71776,18787453383.948494,33036174206.149296,20536439058.16445,205958717929.98
2020-04-11,125740858699.27551,17375118634.991734,30776461510.961887,19228090651.48687,193120529496.716
2020-04-12,125980543742.36499,17489565908.771362,30903499699.635616,19195021030.59803,193568630381.37
2020-04-13,126655463658.31227,17790409219.818943,31214552245.563217,19462582094.63457,195123007218.32904
2020-04-14,125651103790.21225,17316641314.145325,30817660350.864323,19319419078.2241,193104824533.44598
2020-04-15,125713883015.64563,17559917949.258163,30819800652.821407,19295611232.2688,193389212849.99402
2020-04-16,121499498109.80829,16933905371.155535,29980054823.077957,18772486439.70122,187185944743.74304
2020-04-17,129402884477.95892,18989526634.23506,31647075833.95532,20290518780.5587,200330005726.708
2020-04-18,128961704237.38853,18844786940.26037,31552205170.73706,20047682989.93804,199406379338.324
2020-04-19,132775323305.43571,20686869606.075146,32613141558.167305,20838854904.00684,206914189373.685
2020-04-20,130680700686.31035,19894212517.443478,31707511088.898422,20584633752.48675,202867058045.13898
2020-04-21,125724610427.89977,18894679854.84961,30568623933.76682,19807982930.8728,194995897147.389
2020-04-22,125473149029.1152,18883297426.60788,30530956772.47492,19772467256.538,194659870484.736
2020-04-23,130398643209.39326,20165266729.19022,32334996701.09819,20719344750.16133,203618251389.84302
2020-04-24,135414822709.73111,20371607313.859978,32649192284.87424,21437460177.74467,209873082486.21
2020-04-25,137493716065.4006,20756708748.58927,33198066782.58676,22132049336.63837,213580540933.215
2020-04-26,138298135122.85803,21449928671.504494,33476777796.045177,22393162806.9583,215618004397.366
2020-04-27,140977260141.33173,21798344583.464844,33779133639.616623,23050908104.8088,219605646469.22202
2020-04-28,142649802462.8293,21715118585.744934,33727082544.271343,22949363404.61242,221041366997.458
2020-04-29,142370212777.1421,21824818237.698734,34500287217.861496,23034562201.56367,221729880434.266
2020-04-30,160483573440.17792,23796586177.48911,36787081953.02331,24576848140.83566,245644089711.526
2020-05-01,158042623264.3916,22894189506.373463,35690497592.98051,23751183138.32143,240378493502.06702
2020-05-02,161989355178.82224,23540629181.114624,36294242664.20724,24203999798.7929,246028226822.937
2020-05-03,164603123455.99927,23700169401.049606,36893090595.247826,24778912587.1063,249975296039.403
2020-05-04,163036842346.68604,23254687127.813503,36184723136.74823,24176625235.23223,246652877846.48
2020-05-05,162341412439.88123,22819858077.111965,35739423028.05902,24096333283.78878,244997026828.841
2020-05-06,165335617639.04947,22740460359.466698,35770292174.63025,24197054804.93858,248043424978.085
2020-05-07,167950864937.1468,22529347281.111214,35595069352.32218,24384922766.1518,250460204336.73196
2020-05-08,182927847431.44946,23678773321.927563,36393617338.979294,25202638951.69468,268202877044.051
2020-05-09,180421762956.3486,23476076684.66088,36643909404.63844,25636061445.37608,266177810491.02402
2020-05-10,175752574354.63544,23328821609.133904,36698677980.99882,25148798121.00884,260928872065.777
2020-05-11,160814678353.7077,20859785783.852856,34120767381.561344,23575937373.0401,239371168892.162
2020-05-12,158113540964.46692,20616754314.258286,33706384605.167156,23111611176.61364,235548291060.506
2020-05-13,161474125336.405,20993946147.950317,34168207102.931984,24073721828.3167,240710000415.604
2020-05-14,170593350055.82486,22169692740.7452,34824236242.86774,24741692061.1312,252328971100.569
2020-05-15,179398095871.3398,22562017222.46954,35318014569.75056,24707476725.7161,261985604389.276
2020-05-16,170983863891.47488,21656663418.09443,34625156023.15779,24011718317.7269,251277401650.454
2020-05-17,172309401206.74423,22256509489.004852,35055525160.79468,24449961192.40224,254071397048.946
2020-05-18,177224284369.1316,22938430778.9383,35326168678.18852,24816218273.08858,260305102099.34702
2020-05-19,178446153576.46417,23793534838.638046,36105327235.823105,25013042890.04168,263358058540.96704
2020-05-20,179127815802.66245,23656360817.218487,36186121662.449776,25197821984.29528,264168120266.62598
2020-05-21,175227227252.9058,23303624068.60854,35671371707.47056,25257098530.9961,259459321559.981
2020-05-22,166569335290.8396,22089212414.442772,34619733116.27067,24526925498.75496,247805206320.30798
2020-05-23,168309812992.5134,22960218146.427925,35238589104.181114,25488309258.91656,251996929502.039
2020-05-24,168614573110.75775,22943289960.014706,35120968888.93175,25516618993.1898,252195450952.894
2020-05-25,161407638875.36517,22417907964.48714,34438304247.59346,24743938901.83223,243007789989.278
2020-05-26,163333743988.58344,22639118588.39778,34846199176.904,25731392170.88578,246550453924.77097
2020-05-27,162547226896.53772,22325672542.330963,34493792770.36328,25901761366.62104,245268453575.853
2020-05-28,168615778509.82266,23085068545.910442,35063660187.74572,26159054097.02818,252923561340.507
2020-05-29,175534414971.32306,24328143646.44253,35718976795.79771,26793151189.6137,262374686603.177
2020-05-30,173355014878.4796,24504031642.684784,35552675165.718765,27058304248.99285,260470025935.87604
2020-05-31,177978616382.68933,27012940828.466957,37230674655.243835,28157098497.45688,270379330363.857
2020-06-01,174105710752.04755,25671662155.409367,36271837243.30266,27279442950.12642,263328653100.886
2020-06-02,186932702065.96875,27559451838.43636,37798299356.71885,28956145948.94804,281246599210.072
2020-06-03,175463166971.51956,26414164713.757725,36894498955.4346,28341628517.48112,267113459158.193
2020-06-04,177416480472.83005,27137533088.4328,37244985928.20437,29021839720.41678,270820839209.884
2020-06-05,179830985954.85498,27105225697.6403,37646409315.74807,29475933802.92865,274058554771.172
2020-06-06,177373937377.29663,26722521046.76495,37504563194.06202,29175352330.8004,270776373948.924
2020-06-07,177901732349.93213,26923196533.750423,37431522521.06255,29452882107.4769,271709333512.22202
2020-06-08,179167717944.46164,27129407338.340355,37356539130.90745,29538437323.42956,273192101737.139
2020-06-09,179810911053.20026,27441367803.298782,37477770145.28361,29967001853.19535,274697050854.97797
2020-06-10,179709840753.7975,27188436885.46926,37135912154.8905,30367036234.96474,274401226029.122
2020-06-11,181705166673.57462,27480866985.686268,37434792722.11728,30732685796.27483,277353512177.653
2020-06-12,171615707160.27472,25655172292.438347,35430785183.04676,28347213742.99217,261048878378.75198
2020-06-13,174266571295.67957,26414947184.76374,36085594071.49361,29395771547.65708,266162884099.59396
2020-06-14,174275005803.05463,26503078976.085632,36118627559.945885,29410530056.31485,266307242395.401
2020-06-15,172116372679.33923,25856836267.17579,35713496705.37648,28676466556.8905,262363172208.78198
2020-06-16,173598215783.88248,25743924409.197376,35683000049.78202,28849899558.34212,263875039801.204
2020-06-17,175075304218.30185,26206196967.82947,35790252550.28402,29222698270.40166,266294452006.81702
2020-06-18,174231189757.1904,26079437153.80169,36091711072.99219,29525784248.11672,265928122232.101
2020-06-19,173034439845.62103,25847377552.221436,35728738886.33427,29521791343.26527,264132347627.442
2020-06-20,171101646024.0128,25534271650.26011,35356989099.31049,30009588778.2236,262002495551.80698
2020-06-21,172323213442.3655,25501270877.342506,35520167507.84451,30076656131.67948,263421307959.232
2020-06-22,171192409474.1401,25381090910.620564,35171287460.302536,30272972214.6518,262017760059.71503
2020-06-23,178128652479.62244,27083046206.889904,36151581626.87273,31781019437.45293,273144299750.838
2020-06-24,177187041226.59833,27097142032.576195,35921231437.09251,31698632003.21997,271904046699.487
2020-06-25,171028279701.5032,26239099771.426495,35322971113.92631,30966797733.167,263557148320.02298
2020-06-26,170495281892.45944,25963410301.573772,35220388668.54219,31013766964.8786,262692847827.45398
2020-06-27,168807143703.19455,25643178437.809326,35112576189.03181,30538062004.99432,260100960335.03
2020-06-28,166004979429.79742,24650756780.212147,33865419285.418476,29380518288.09496,253901673783.52304
2020-06-29,168334049772.4726,25059706534.523754,34280779533.476177,29944556763.17347,257619092603.64597
2020-06-30,169175896894.16483,25465535919.172665,34513560991.385506,30263786898.49,259418780703.21298
2020-07-01,168558715595.07886,25169333234.47631,34263194470.40003,30370861364.7958,258362104664.751
2020-07-02,170031996602.76715,25738012877.807854,34868016635.17485,30968405350.95315,261606431466.70303
2020-07-03,167604994105.34857,25284990219.958416,34413473510.06667,30760915826.38034,258064373661.754
2020-07-04,167116284671.21997,25132071680.625286,34618120582.09288,31165402979.55486,258031879913.49298
2020-07-05,168258822207.29507,25572481115.808292,35099393209.479706,31555377700.20193,260486074232.785
2020-07-06,167429736492.90482,25442148685.628662,34950082361.723015,31364153920.6665,259186121460.923
2020-07-07,172136257752.3712,26966777214.595856,37182396865.56907,33296231017.71187,269581662850.248
2020-07-08,170510411872.0138,26667827703.348965,37200944479.27301,33486142290.61523,267865326345.251
2020-07-09,173809293389.63837,27538955079.081337,38947023178.886246,35702101049.78104,275997372697.38696
2020-07-10,170198606143.6283,27017961197.637337,38445715864.98886,35079152863.1815,270741436069.43597
2020-07-11,171104767641.88345,26917385878.316235,38142925875.578415,34935356432.6949,271100435828.47296
2020-07-12,170191069703.26535,26712364780.153114,38580264903.69124,35566534425.3923,271050233812.50198
2020-07-13,171364106456.32056,26889793823.339703,38875549631.03217,36068967448.64056,273198417359.33298
2020-07-14,170370727819.23874,26757968884.421734,38544553917.59073,35438099244.2928,271111349865.544
2020-07-15,170451532161.73575,26870705032.694412,39097121392.04326,36069467700.27458,272488826286.74805
2020-07-16,169758848797.9732,26686755678.99533,39017483574.40824,36222405216.72223,271685493268.099
2020-07-17,168496782960.8989,26142878196.66504,38381630917.52304,35856076327.28102,268877368402.36798
2020-07-18,168760444137.05035,26015174195.367386,38185871839.57925,36475893509.11502,269437383681.112
2020-07-19,169031588403.36658,26352655621.666836,38444870761.60497,36837961143.4746,270667075930.113
2020-07-20,169692625141.8043,26715274452.48371,38642166263.30003,37311499896.83596,272361565754.42398
2020-07-21,168936986921.46805,26401433618.61543,37643173921.58208,36916812829.56144,269898407291.22696
2020-07-22,173036757675.6725,27404691587.94453,38469677135.81089,37975668350.72508,276886794750.15295
2020-07-23,175370017196.6754,29528105819.948067,39265697477.05053,38481950800.355,282645771294.029
2020-07-24,176821599773.56787,30714049723.16856,39733965862.3026,38792729765.79897,286062345124.83795
2020-07-25,175865705417.72916,31236557399.18939,39324488467.25345,38344256342.268,284771007626.44
2020-07-26,178740874539.49573,34136825749.960796,41449892586.93368,39512071157.7498,293839664034.14
2020-07-27,183064851468.00018,34754323492.16516,41483035477.31346,39577531273.7422,298879741711.221
2020-07-28,202191797991.40768,35873239729.40686,42670051733.88846,38884326431.497,319619415886.2
2020-07-29,201144184191.06567,35422047874.02414,44317261735.35764,39442575818.13555,320326069618.583
2020-07-30,204969785090.6761,35553131948.946304,44634518440.0956,39092174643.653,324249610123.371
2020-07-31,205200775318.21756,37564052087.124535,45215790579.91267,39779880965.72124,327760498950.976
2020-08-01,208933774575.1489,38794882275.39032,46468475373.07144,40204079013.28834,334401211236.899
2020-08-02,217741425308.62857,43411673380.48453,49535682696.21686,42634761747.45804,353323543132.78796
2020-08-03,204126077224.646,41469942047.79405,47262752838.95412,40265924606.26183,333124696717.656
2020-08-04,207218525401.74573,43272376856.193855,49505232340.73382,40970308510.4946,340966443109.16797
2020-08-05,206583502227.55646,43787281284.318275,49401918729.08241,41918489639.64285,341691191880.6
2020-08-06,216249264843.70206,44844619093.01642,49887513246.98068,42701304201.99284,353682701385.692
2020-08-07,217128467890.10898,44217734699.095276,50588569230.47273,43619024494.188,355553796313.865
2020-08-08,213579066889.25037,42541561650.30221,49592179218.96452,42924766708.7469,348637574467.264
2020-08-09,216526346494.08014,43821378072.89572,51104880871.33124,44132183356.0159,355584788794.323
2020-08-10,215621627427.59085,43682388559.8162,51021091295.58275,45942905249.4692,356268012532.459
2020-08-11,218920276229.41245,44298575284.664795,51349452302.33261,48350610832.54915,362918914648.959
2020-08-12,210825577055.42203,42639702440.41078,49737075894.42799,46055201174.9872,349257556565.248
2020-08-13,213770877597.90494,43436076387.69582,50983854694.74677,48361890673.38647,356552699353.734
2020-08-14,217185020504.78033,47693538253.1255,52413113905.13787,49373284164.4383,366664956827.482
2020-08-15,216916952670.3025,49022330904.64755,52917699569.05331,50441485968.87764,369298469112.881
2020-08-16,219049736823.3334,48462771178.61529,54429974972.83831,50304061896.838,372246544871.625
2020-08-17,219750735622.69547,48635333662.57019,54978059170.55117,52508228491.93817,375872356947.755
2020-08-18,226536103501.8635,48259667903.08671,55265826780.89859,53417753671.2812,383479351857.12994
2020-08-19,220980135332.21396,47400903599.29812,53947691935.70759,52015263121.66733,374343993988.88696
2020-08-20,216660276172.5052,45642757811.590775,52474671646.41042,50089395169.7336,364867100800.2399
2020-08-21,219044968220.88754,46754739209.41609,52912669327.32692,52718535548.14645,371430912305.777
2020-08-22,212896669545.7498,43434501400.18814,50431808125.83966,50162971356.4954,356925950428.273
2020-08-23,215641597239.98148,44454504740.72998,52579823207.06354,55632007686.496,368307932874.271
2020-08-24,215347356765.4613,44021875258.788315,51757954384.65725,55417749934.14814,366544936343.055
2020-08-25,217410678530.35837,45914782850.88361,52991957925.62182,57245652533.7672,373563071840.631
2020-08-26,209658632328.37,43097616381.47341,51752120390.37829,54473617696.4043,358981986796.626
2020-08-27,211778947737.22385,43337732292.52325,52637324436.35544,55421719787.82446,363175724253.927
2020-08-28,208747591910.15524,42903096293.90094,51023226165.09958,53736007690.12624,356409922059.282
2020-08-29,212799723684.94672,44402928843.0099,52393899982.36192,56068754552.48646,365665307062.805
2020-08-30,212114842611.5429,44884412904.61814,53414123812.25241,57447301528.67455,367860680857.088
2020-08-31,216179629567.18042,48092923342.6494,54232135262.52663,59543704975.80255,378048393148.159
2020-09-01,215921598551.33038,49098776608.15353,54232818464.48655,60295165229.42954,379548358853.4
2020-09-02,221315690777.34525,54146717970.58548,55967885756.08377,63033772695.8935,394464067199.908
2020-09-03,210746091569.71368,49401551509.00041,53226380408.20191,60207285345.95,373581308832.866
2020-09-04,188438095255.46017,43135808902.68998,47772445520.00405,51596115449.9018,330942465128.05597
2020-09-05,194040447575.93134,43627087090.328964,48827015375.71693,53129412154.70277,339623962196.68
2020-09-06,188092098308.3525,37655618254.050865,45930433018.82634,47520004835.7033,319198154416.93304
2020-09-07,189621410257.03525,39710363028.2121,48081938563.02775,50289841217.7199,327703553065.995
2020-09-08,191501904758.68698,39639961273.34071,47915127516.10958,49861260099.07873,328918253647.216
2020-09-09,186825391248.7263,37835807856.34224,47002735344.49832,49118819035.93414,320782753485.501
2020-09-10,188757938083.84296,39580368571.35996,48185856178.28238,51023548752.3657,327547711585.851
2020-09-11,191180566587.0585,41300327191.463684,48449661596.77741,52734887014.3494,333665442389.64905
