time,inflow,outflow,netflow
2020-01-13,331439784.6929824,322421544.9086814,9018239.784300983
2020-01-14,268780116.4921106,286510483.2149004,-17730366.722789764
2020-01-15,234427654.0219101,224141636.121044,10286017.900866091
2020-01-16,251687255.4224579,263110128.2188815,-11422872.796423584
2020-01-17,138540072.15130523,155464085.8391481,-16924013.687842876
2020-01-18,164267083.7002744,158754664.55063495,5512419.149639457
2020-01-19,181844627.05739006,230362946.34154007,-48518319.284150004
2020-01-20,210843123.22889602,218450568.4108934,-7607445.181997389
2020-01-21,182972671.72997653,171113612.9529441,11859058.777032435
2020-01-22,163674097.26898718,198445842.28507924,-34771745.01609206
2020-01-23,105779889.33789805,100817894.43384197,4961994.904056072
2020-01-24,46708117.728616595,48854845.10549947,-2146727.3768828735
2020-01-25,63856437.95413456,69860055.28486243,-6003617.330727868
2020-01-26,140906861.18389508,143028790.66100484,-2121929.47710976
2020-01-27,138873239.05680555,141093035.16644326,-2219796.1096377075
2020-01-28,161721417.4216295,163302579.00693196,-1581161.585302472
2020-01-29,166254819.95361564,167375249.981168,-1120430.0275523663
2020-01-30,161268367.78456855,154156686.11803913,7111681.666529417
2020-01-31,93700792.23844811,101176220.75732417,-7475428.518876061
2020-02-01,108451171.37230113,118897045.3568328,-10445873.98453167
2020-02-02,210620663.83658293,220115068.4697829,-9494404.63319996
2020-02-03,224555008.7873383,209754862.98545453,14800145.801883757
2020-02-04,263684054.98177266,265646007.00424922,-1961952.022476554
2020-02-05,278151104.670964,260426380.862382,17724723.808582008
2020-02-06,228393698.39119774,237900722.11739135,-9507023.726193607
2020-02-07,164516457.18532404,152648159.05867746,11868298.126646578
2020-02-08,171957938.2988743,185937223.90289214,-13979285.604017854
2020-02-09,224896959.41465944,250399585.19834647,-25502625.783687025
2020-02-10,268359486.70952243,236983791.92514282,31375694.7843796
2020-02-11,320520021.5906697,313350454.1734579,7169567.417211771
2020-02-12,303147835.4027607,303902132.0510773,-754296.6483166218
2020-02-13,233728691.79319617,226583653.3524619,7145038.440734267
2020-02-14,192862668.52191323,207750114.7538562,-14887446.231942981
2020-02-15,159579514.38151482,154198556.00522387,5380958.376290947
2020-02-16,275715286.26936865,242532504.51885012,33182781.75051853
2020-02-17,257855424.67665574,255069313.5006249,2786111.1760308444
2020-02-18,263706155.3330053,327108488.89789635,-63402333.56489104
2020-02-19,586474573.7306608,572745477.6611223,13729096.069538474
2020-02-20,222337218.79038504,196028610.22718093,26308608.56320411
2020-02-21,93463201.66697425,133386250.47002861,-39923048.80305436
2020-02-22,157032532.7297874,171988690.14253426,-14956157.412746847
2020-02-23,238993775.87566942,308329759.07005084,-69335983.19438142
2020-02-24,216464126.98825678,215920623.6519177,543503.3363390863
2020-02-25,308813521.6198791,307256513.79672444,1557007.8231546879
2020-02-26,292981161.53125226,279824646.79124,13156514.740012288
2020-02-27,238928046.66284105,243635101.44900936,-4707054.786168307
2020-02-28,139733571.30562702,149895673.47010717,-10162102.16448015
2020-02-29,122366887.92048319,136898995.0482341,-14532107.127750918
2020-03-01,290931159.9493488,279964002.9144188,10967157.03492999
2020-03-02,256004505.1270802,242618270.33300674,13386234.794073462
2020-03-03,231322665.58989334,244855794.72562888,-13533129.135735542
2020-03-04,440053447.6264548,507225261.6516541,-67171814.02519935
2020-03-05,230770209.22870377,223704493.35422072,7065715.874483049
2020-03-06,130039287.6515983,147349955.55947757,-17310667.907879263
2020-03-07,238000663.73304954,193835854.33755404,44164809.395495504
2020-03-08,407711376.84169656,404219495.2018011,3491881.639895439
2020-03-09,307138516.3066838,284638264.90727085,22500251.39941293
2020-03-10,328930586.0681301,353713328.5664452,-24782742.498315096
2020-03-11,630657156.1006385,606443655.6767592,24213500.423879266
2020-03-12,854511747.5486007,789392331.8836284,65119415.664972305
2020-03-13,322173293.3109695,268910513.7577386,53262779.55323088
2020-03-14,301775309.01299095,300899000.8421298,876308.170861125
2020-03-15,584085345.4565146,499690002.92978936,84395342.52672523
2020-03-16,465414696.2687295,758408896.7384863,-292994200.4697568
2020-03-17,359236926.5792844,367452624.8027013,-8215698.223416865
2020-03-18,469318175.15170455,575110216.7763835,-105792041.62467897
2020-03-19,380196728.681655,382100785.34800065,-1904056.666345656
2020-03-20,202343989.56430134,184537325.3643613,17806664.199940056
2020-03-21,138387024.49752963,164100547.77325326,-25713523.275723636
2020-03-22,339670208.529945,272481623.2401509,67188585.28979409
2020-03-23,365426613.4840825,496975579.7913997,-131548966.3073172
2020-03-24,309814793.32901055,355766953.5117528,-45952160.18274224
2020-03-25,251076475.32266113,334042149.5095168,-82965674.18685564
2020-03-26,230186678.83863816,221600795.14890438,8585883.689733773
2020-03-27,227519493.1948804,220723512.1248338,6795981.070046604
2020-03-28,147097390.97084463,168594951.21827558,-21497560.24743095
2020-03-29,282066460.47498083,353567031.43392223,-71500570.9589414
2020-03-30,236311160.20875743,211672771.37791723,24638388.8308402
2020-03-31,329341130.9493186,397164162.5326588,-67823031.58334023
2020-04-01,358096402.95713305,430014160.1887683,-71917757.23163527
2020-04-02,267481334.45650414,216172225.4253804,51309109.03112373
2020-04-03,108875192.3845584,100880250.78333455,7994941.601223841
2020-04-04,84978458.58437592,98662419.7003841,-13683961.116008177
2020-04-05,247932419.2273686,355779045.4913841,-107846626.2640155
2020-04-06,260040605.58988154,270255274.2197159,-10214668.629834354
2020-04-07,213729216.90665025,223668261.52806175,-9939044.621411502
2020-04-08,196664885.49608216,208618577.56945848,-11953692.073376328
2020-04-09,241449622.3266583,227338407.3899432,14111214.936715096
2020-04-10,146833279.600303,129477719.83117121,17355559.76913178
2020-04-11,187131757.0530573,144585270.25897583,42546486.79408148
2020-04-12,279079836.2949901,364590119.65236247,-85510283.35737234
2020-04-13,340954936.7707345,414289431.7582601,-73334494.98752558
2020-04-14,268798020.02339995,260310520.1315687,8487499.891831249
2020-04-15,320573113.14593714,429248364.00637573,-108675250.86043859
2020-04-16,235515998.448632,222352369.04171202,13163629.406919986
2020-04-17,132243464.99495968,257345122.83615446,-125101657.84119478
2020-04-18,116798675.25238569,138570754.36180738,-21772079.109421685
2020-04-19,283497023.96815044,262500125.91275012,20996898.055400312
2020-04-20,286384643.4933904,359461983.71282285,-73077340.21943247
2020-04-21,295533661.67025584,371604903.5519533,-76071241.88169748
2020-04-22,307258834.2827874,281638563.6293274,25620270.653459966
2020-04-23,257299511.2040303,310139709.8024602,-52840198.59842989
2020-04-24,146520779.92490554,150625928.96133834,-4105149.0364328027
2020-04-25,153216207.4830111,146163887.978301,7052319.504710108
2020-04-26,260444220.17171842,361861183.3378874,-101416963.16616899
2020-04-27,301040771.8825098,303791082.9930322,-2750311.1105223894
2020-04-28,437582911.7301985,426021012.8751242,11561898.855074286
2020-04-29,344700206.91875726,528581359.6477495,-183881152.72899222
2020-04-30,221343534.65908444,265584047.8869777,-44240513.22789326
2020-05-01,145116212.3579752,157391399.8702427,-12275187.5122675
2020-05-02,165372002.43012348,170434457.84710327,-5062455.41697979
2020-05-03,276732239.64057887,279748959.37527853,-3016719.7346996665
2020-05-04,295321321.9217657,291938230.64298373,3383091.2787819505
2020-05-05,339706995.50658697,325857365.9084106,13849629.59817636
2020-05-06,365366259.4235655,472164432.51952887,-106798173.09596336
2020-05-07,401379742.60143316,404113745.3723103,-2734002.770877123
2020-05-08,190979286.15453658,240700559.4348874,-49721273.280350834
2020-05-09,329968445.3293244,306689736.2225025,23278709.106821895
2020-05-10,324579510.7748928,385371042.98699915,-60791532.21210635
2020-05-11,267877195.4924716,303989153.06906986,-36111957.57659826
2020-05-12,283071270.4592034,338323441.6139135,-55252171.154710054
2020-05-13,305414190.9823274,334375537.83101267,-28961346.848685265
2020-05-14,214885141.93388,270454393.159609,-55569251.22572902
2020-05-15,128950955.72554573,139515461.6752126,-10564505.949666858
2020-05-16,177043129.87566322,183456324.34198093,-6413194.466317713
2020-05-17,330199137.1060619,370757995.94575274,-40558858.839690864
2020-05-18,282684972.55915684,338831647.0604866,-56146674.50132978
2020-05-19,285422980.72054416,310594342.78265196,-25171362.0621078
2020-05-20,308012051.44933105,324934109.2029356,-16922057.75360453
2020-05-21,257947674.36406636,283522701.8170609,-25575027.452994525
2020-05-22,143640870.6741127,156463265.24526423,-12822394.571151525
2020-05-23,146450317.61944488,170936471.8361558,-24486154.216710925
2020-05-24,237911938.81090242,270252047.49274504,-32340108.681842625
2020-05-25,202543809.63356072,236293668.63393646,-33749859.00037575
2020-05-26,254299750.04931375,284222319.9600312,-29922569.910717458
2020-05-27,310878974.41532815,310871101.6827198,7872.732608318329
2020-05-28,268267486.94065818,321154764.7445295,-52887277.803871304
2020-05-29,212222858.8489084,189810935.09579313,22411923.753115267
2020-05-30,174296988.08683744,197869602.75459993,-23572614.667762488
2020-05-31,347255344.7355803,362110065.0764995,-14854720.340919197
2020-06-01,497370625.90356505,540961281.571498,-43590655.66793299
2020-06-02,331224188.18833596,329485760.54695237,1738427.6413835883
2020-06-03,297157821.17741877,318960476.16471773,-21802654.987298965
2020-06-04,260865584.53037867,276777408.93239623,-15911824.402017564
2020-06-05,145350020.6025344,155476982.987713,-10126962.385178596
2020-06-06,164650800.3798128,168843565.17450216,-4192764.7946893573
2020-06-07,354707911.7998995,398189810.98968524,-43481899.18978572
2020-06-08,333941068.3575616,333698131.58731663,242936.77024495602
2020-06-09,357293382.9056295,338803197.8275895,18490185.078040004
2020-06-10,388580870.62492985,446517402.5165826,-57936531.89165276
2020-06-11,320390616.36502403,309205338.75309104,11185277.611932993
2020-06-12,177613108.39603472,172099417.4632378,5513690.932796925
2020-06-13,127107357.60342957,162624610.8461229,-35517253.24269332
2020-06-14,368203239.9252523,381016855.1431093,-12813615.217857003
2020-06-15,338548931.6117436,354890299.2769,-16341367.665156364
2020-06-16,374255313.5954204,400767058.3851934,-26511744.789772987
2020-06-17,355119497.92783844,374115479.8870977,-18995981.95925927
2020-06-18,417364607.7200376,440462410.84081376,-23097803.120776176
2020-06-19,214733580.28325626,247726822.07279107,-32993241.789534807
2020-06-20,228729388.31137776,246848681.54160416,-18119293.230226398
2020-06-21,458106953.24307144,458787020.9476038,-680067.7045323849
2020-06-22,376774419.4168521,404576393.27092814,-27801973.854076028
2020-06-23,393425791.99902886,396095871.03120434,-2670079.0321754813
2020-06-24,306313667.69798297,298745014.0487256,7568653.649257362
2020-06-25,303243241.86697483,279789840.8335908,23453401.033384025
2020-06-26,206040617.1796322,203518578.1403156,2522039.0393165946
2020-06-27,183216657.51124904,187265184.42916158,-4048526.917912543
2020-06-28,643306022.6451182,622106175.4621252,21199847.182993054
2020-06-29,310758607.6904472,336369388.213249,-25610780.522801816
2020-06-30,361565468.3570799,381922888.05111855,-20357419.69403863
2020-07-01,749237043.7177576,794698107.4683858,-45461063.75062823
2020-07-02,473622750.39011693,473868014.07494295,-245263.68482601643
2020-07-03,209906854.92143098,235266708.059211,-25359853.13778001
2020-07-04,178214935.9498435,206879014.8895101,-28664078.9396666
2020-07-05,440355117.523139,451174530.2129933,-10819412.689854324
2020-07-06,563686459.0024153,584839265.1276847,-21152806.125269413
2020-07-07,756686364.8423082,764458103.6042856,-7771738.761977434
2020-07-08,482109691.3803021,568138816.4283268,-86029125.04802477
2020-07-09,376158488.83599293,381755890.5966107,-5597401.760617793
2020-07-10,284646328.6219895,301265805.8034784,-16619477.181488931
2020-07-11,242536830.96298268,282993454.12693346,-40456623.16395077
2020-07-12,409904854.1967416,487984530.29472005,-78079676.09797847
2020-07-13,539397788.593921,439170905.1009255,100226883.49299544
2020-07-14,401955891.94080245,421591669.05089444,-19635777.110091984
2020-07-15,424948147.728177,452286823.05191827,-27338675.323741257
2020-07-16,398941052.8938803,405434322.8212595,-6493269.927379191
2020-07-17,336360940.3557108,351444086.65079135,-15083146.295080543
2020-07-18,375023034.47177666,437216337.8410993,-62193303.36932266
2020-07-19,733696825.443467,765599476.333488,-31902650.890020967
2020-07-20,531111386.4505695,549508919.850233,-18397533.39966345
2020-07-21,751138258.7755356,841608915.9278067,-90470657.15227115
2020-07-22,731063846.4637481,804642542.0500441,-73578695.58629596
2020-07-23,597879568.0810186,642401019.8299087,-44521451.74889016
2020-07-24,593694303.6901325,567002422.4172068,26691881.272925735
2020-07-25,1172763361.7488294,1138695100.360868,34068261.38796139
2020-07-26,1326970384.9887009,1372626558.340454,-45656173.351753235
2020-07-27,821837266.1626778,937997255.1196928,-116159988.95701504
2020-07-28,1074437430.1177711,1184163482.0643907,-109726051.94661951
2020-07-29,804733387.708276,947654307.6423298,-142920919.93405378
2020-07-30,779903314.2271167,809499225.976437,-29595911.74932027
2020-07-31,581966352.4643389,662856703.400396,-80890350.93605709
2020-08-01,534254035.4982999,527925570.25541204,6328465.242887855
2020-08-02,732201159.0660986,726159446.010908,6041713.055190563
2020-08-03,735694514.3311641,809798085.226946,-74103570.89578187
2020-08-04,524364607.8774761,562202409.2805407,-37837801.40306461
2020-08-05,690403723.337403,749613638.3578085,-59209915.02040541
2020-08-06,983542087.9925976,1142182108.381472,-158640020.38887453
2020-08-07,378993746.5647016,387633924.42608637,-8640177.86138475
2020-08-08,309691421.4404282,356157939.0057015,-46466517.565273285
2020-08-09,1119853089.5179715,1250144629.0998166,-130291539.58184505
2020-08-10,917728940.5754521,825750735.2082678,91978205.36718428
2020-08-11,656531918.1748934,662045638.3918898,-5513720.216996431
2020-08-12,829682789.7524588,803556470.3415351,26126319.41092372
2020-08-13,1324013711.9918723,1566401310.1684837,-242387598.17661142
2020-08-14,386531927.0237249,450223896.13568354,-63691969.11195862
2020-08-15,315061947.7261894,373689175.9091636,-58627228.18297422
2020-08-16,665027426.445008,709081457.0531527,-44054030.60814464
2020-08-17,573168746.2018584,632727530.541488,-59558784.33962965
2020-08-18,653809042.8106048,635693707.2906964,18115335.51990843
2020-08-19,1575458538.0729206,1595062135.6230326,-19603597.55011201
2020-08-20,684693369.5666587,729035126.4933465,-44341756.92668772
2020-08-21,348599425.0478606,390833354.26276726,-42233929.21490663
2020-08-22,308546042.23320997,333652088.31198585,-25106046.078775883
2020-08-23,549461481.4373202,650501245.2883414,-101039763.85102117
2020-08-24,651377247.7162135,672206747.2908599,-20829499.574646473
2020-08-25,621343337.137611,632919073.9939532,-11575736.856342196
2020-08-26,546021321.7726258,625190539.0717868,-79169217.29916096
2020-08-27,651352375.2728093,802920783.3492725,-151568408.07646322
2020-08-28,497880338.35996485,528924624.32049334,-31044285.960528493
2020-08-29,337897531.2758624,464263979.39396316,-126366448.11810076
2020-08-30,700029058.6381019,714037271.0261202,-14008212.38801825
2020-08-31,856921395.8583058,1027950247.6839131,-171028851.8256073
2020-09-01,777624976.9610116,828706185.554032,-51081208.59302032
2020-09-02,973412351.9702635,1036091322.5917398,-62678970.62147629
2020-09-03,1147354377.1547546,1149036111.5781019,-1681734.4233472347
2020-09-04,732970527.5565675,805548690.5179995,-72578162.96143198
2020-09-05,578155349.0442475,583773200.5517836,-5617851.507536054
2020-09-06,594755838.9954377,597626660.2551957,-2870821.2597579956
2020-09-07,802535007.892442,806904350.51226,-4369342.619817972
2020-09-08,699537793.9821426,778459410.0237386,-78921616.04159606
2020-09-09,690746055.8035765,744323765.2201623,-53577709.4165858
2020-09-10,729581601.9924061,794525215.9271293,-64943613.93472314
2020-09-11,437667715.67370665,472549792.9655381,-34882077.291831434
2020-09-12,451204221.01382387,469203989.5925147,-17999768.578690827
2020-09-13,845630343.4704177,877105075.8475627,-31474732.377144933
2020-09-14,1672800929.3431704,1839635548.6231203,-166834619.2799499
2020-09-15,785466884.1781659,778789310.5501915,6677573.627974391
2020-09-16,849114461.0930722,1025402845.2557513,-176288384.16267908
2020-09-17,882056088.102113,845726924.7279682,36329163.37414479
2020-09-18,940491956.1645511,1033767713.8713865,-93275757.70683539
2020-09-19,564954226.2680987,540479347.7086143,24474878.559484363
2020-09-20,967810440.2410028,856726152.7540207,111084287.4869821
2020-09-21,623939592.2235442,669813374.8571343,-45873782.6335901
2020-09-22,761892290.605809,861270038.8148533,-99377748.20904434
2020-09-23,678457400.3202627,659833911.9325076,18623488.387755036
2020-09-24,492948767.44803435,570793901.0553457,-77845133.60731131
2020-09-25,356289740.2034532,402594699.5983877,-46304959.394934535
2020-09-26,328453620.29180664,447984698.33538556,-119531078.04357892
2020-09-27,628701488.6610051,609056065.5053073,19645423.155697823
2020-09-28,538654813.7529085,566107497.360918,-27452683.608009577
2020-09-29,548270472.0110478,567717227.5324452,-19446755.521397352
2020-09-30,739658203.550234,805397616.4378685,-65739412.887634516
2020-10-01,504914341.87722766,479449884.7269829,25464457.150244772
2020-10-02,444699134.906754,360296760.7044309,84402374.20232314
2020-10-03,239634107.58824018,222203986.92163515,17430120.666605026
2020-10-04,604470170.4076622,449608759.7685638,154861410.63909835
2020-10-05,484758194.6559213,518905491.7106532,-34147297.054731905
2020-10-06,518358611.66450053,552052469.2115586,-33693857.547058046
2020-10-07,619201303.8535869,621694241.8962122,-2492938.042625308
2020-10-08,663621754.2762556,595356145.7978259,68265608.47842968
2020-10-09,410594330.43986696,492935182.6154437,-82340852.17557675
2020-10-10,275211871.1547315,308683076.5535103,-33471205.398778796
2020-10-11,541313704.1265616,532318888.0941132,8994816.03244847
2020-10-12,777077644.338776,758730121.4107355,18347522.928040504
2020-10-13,680733339.4978161,633194173.468179,47539166.0296371
2020-10-14,607024109.2571601,589427194.8121984,17596914.444961667
2020-10-15,536093643.0097132,676495689.583699,-140402046.57398582
2020-10-16,266540866.57675847,290827144.3553878,-24286277.778629333
2020-10-17,263505899.25853357,340722093.74283814,-77216194.48430458
2020-10-18,561255728.7570463,588588904.8048152,-27333176.04776883
2020-10-19,583006021.085739,491525243.9546554,91480777.13108361
2020-10-20,895307262.5893439,956717366.6237764,-61410104.03443253
2020-10-21,1076607314.0789719,1184629093.8629782,-108021779.78400636
2020-10-22,615756962.5194664,669911668.884928,-54154706.36546159
2020-10-23,312828506.0816545,348915805.2940633,-36087299.21240884
2020-10-24,264480161.57068548,291380117.61243266,-26899956.041747183
2020-10-25,979793636.0574198,966759957.5555251,13033678.501894712
2020-10-26,838810178.9391072,795369355.7543397,43440823.184767485
2020-10-27,892930823.438004,981072377.9638274,-88141554.52582335
2020-10-28,656754526.6476864,683945757.0747432,-27191230.42705679
2020-10-29,795596481.181865,889543451.3657368,-93946970.18387187
2020-10-30,367699787.9573185,403570622.1444439,-35870834.187125444
2020-10-31,233946225.48061708,284425609.4765686,-50479383.9959515
2020-11-01,940494202.4108642,1020980154.1238652,-80485951.71300101
2020-11-02,805721099.1389778,910011092.8296189,-104289993.69064116
2020-11-03,621725487.7664138,702669951.9084651,-80944464.14205134
2020-11-04,922695305.478147,965520239.375323,-42824933.89717603
2020-11-05,884205199.6652707,1039430883.1461238,-155225683.48085308
2020-11-06,548147038.3120726,577859906.0152224,-29712867.703149796
2020-11-07,276491360.6598257,337352610.72158056,-60861250.06175488
2020-11-08,854047689.7481778,767555830.016503,86491859.73167479
2020-11-09,612754947.356611,618649236.4432768,-5894289.08666575
2020-11-10,858751779.2490531,916346241.3763008,-57594462.12724769
2020-11-11,686818563.426406,728729185.892657,-41910622.466251016
2020-11-12,605337687.8047316,669583541.7512726,-64245853.94654095
2020-11-13,372134996.15284777,375746283.51516736,-3611287.3623195887
2020-11-14,315523942.9888946,329132406.2116641,-13608463.222769499
2020-11-15,913920074.330769,992378828.4461935,-78458754.11542451
2020-11-16,878053970.3765266,885471532.6700829,-7417562.293556333
2020-11-17,1325689003.7196229,1213604598.1614234,112084405.5581994
2020-11-18,742978303.241469,760170357.6302503,-17192054.38878131
2020-11-19,912281448.8776621,1019760918.4830815,-107479469.6054194
2020-11-20,543301474.3447748,627579123.8949157,-84277649.55014086
2020-11-21,685656429.3846948,721959614.9199467,-36303185.535251856
2020-11-22,1233578013.6447258,1284295006.414101,-50716992.769375086
2020-11-23,1122504479.749168,1205293332.4868484,-82788852.73768044
2020-11-24,1127227056.0889277,1045030470.7535747,82196585.33535302
2020-11-25,1455205490.76263,1294732826.0474508,160472664.7151792
2020-11-26,856019650.7108996,860462054.9048493,-4442404.193949699
2020-11-27,539162695.0601214,484997543.1753217,54165151.88479972
2020-11-28,311260277.68600315,372743039.7422851,-61482762.056281924
2020-11-29,1353077248.3961697,1522318988.2243235,-169241739.82815385
2020-11-30,1166084161.620056,1328879136.4260514,-162794974.80599546
2020-12-01,878328874.8886527,928388125.1251016,-50059250.236448884
2020-12-02,896131624.7024735,862232014.2424794,33899610.45999408
2020-12-03,758787923.2480915,754519340.1079462,4268583.140145302
2020-12-04,431716705.6683542,422956372.36182654,8760333.306527674
2020-12-05,1403911519.0984638,1475677661.6409123,-71766142.54244852
2020-12-06,752241720.6952546,829145162.9498596,-76903442.25460505
2020-12-07,824112889.7127357,813292926.8817188,10819962.831016898
2020-12-08,873136539.1414249,799661650.8326442,73474888.30878067
2020-12-09,656873206.7848892,730695911.3188478,-73822704.53395855
2020-12-10,889383656.137166,813640201.1832243,75743454.9539417
2020-12-11,562676378.7173098,538267550.5834178,24408828.13389206
2020-12-12,393171193.1746339,545210787.8234833,-152039594.64884943
2020-12-13,763616567.3236147,821310673.7557554,-57694106.43214071
2020-12-14,1001118501.2707627,1062413720.4547799,-61295219.18401718
2020-12-15,1148213548.6808379,1101907294.4910622,46306254.189775705
2020-12-16,1443173374.2435348,1564325036.2753494,-121151662.03181458
2020-12-17,1044066435.7413567,1026663890.6882555,17402545.053101182
2020-12-18,752345028.4833448,713880799.5719949,38464228.91134989
2020-12-19,526912323.89446324,574906118.1556387,-47993794.26117545
2020-12-20,1116622715.4132845,1076620439.5538816,40002275.859402895
2020-12-21,1073159653.3508722,1189870134.593166,-116710481.24229395
2020-12-22,1460500478.2526426,1492038487.2150545,-31538008.96241188
2020-12-23,1127363240.0138395,1226448805.5586028,-99085565.54476333
2020-12-24,570770109.4121431,618427015.0366151,-47656905.62447202
2020-12-25,614903780.0598919,904771250.4596876,-289867470.39979565
2020-12-26,871929625.537521,828411902.3859638,43517723.15155721
2020-12-27,1207855387.4250696,1418752756.6595795,-210897369.23450994
2020-12-28,1327555415.4190161,1240106013.1519985,87449402.2670176
2020-12-29,1700955702.8305166,1817260546.2128248,-116304843.38230824
2020-12-30,1483133737.1737928,1369584324.4065852,113549412.76720762
2020-12-31,1418324456.0923965,1512624970.9969792,-94300514.90458274
2021-01-01,1392310508.3330855,1399694505.3204646,-7383996.987379074
2021-01-02,1317987420.1472664,1307366904.488629,10620515.658637285
2021-01-03,2182347448.471531,1990359385.8421166,191988062.62941432
2021-01-04,1456301678.4283319,1655785703.5611196,-199484025.1327877
2021-01-05,2304470242.3142576,2407362205.5926433,-102891963.27838564
2021-01-06,2257340832.715624,2352278369.516384,-94937536.80076027
2021-01-07,1741360142.4327488,2130347898.9757853,-388987756.54303646
2021-01-08,1404867094.981489,1264743341.542129,140123753.4393599
2021-01-09,1268826509.1485374,1183104389.721335,85722119.42720246
2021-01-10,2984472858.3530865,2650435880.6791606,334036977.6739259
2021-01-11,2317356988.9096546,2414772346.7109437,-97415357.80128908
2021-01-12,1616055158.3502822,1644749316.9597702,-28694158.60948801
2021-01-13,1597570797.8622406,1766057846.134325,-168487048.27208447
2021-01-14,1720295205.249391,1346006696.155125,374288509.0942662
2021-01-15,1279416501.6508517,1325218756.443891,-45802254.79303932
2021-01-16,817994871.7790343,967583846.0048867,-149588974.2258525
2021-01-17,1004988932.4868484,1059990186.666887,-55001254.18003869
2021-01-18,1797764845.3214126,2203992011.7086983,-406227166.3872857
2021-01-19,1793423791.9193501,1831981513.5665367,-38557721.64718652
2021-01-20,1796024145.4904485,1850385304.4005075,-54361158.910058975
2021-01-21,1987463224.5846276,1809340905.8336172,178122318.75101042
2021-01-22,906537727.418184,1027983085.8495147,-121445358.43133068
2021-01-23,752797013.6062807,930562213.618634,-177765200.0123533
2021-01-24,1818986332.1596828,1908655290.3035338,-89668958.14385104
2021-01-25,1877010179.3582892,2114851999.6179433,-237841820.25965405
2021-01-26,1911984988.9952917,1701668600.747935,210316388.24735665
2021-01-27,2199485129.203699,2275578941.806147,-76093812.60244799
2021-01-28,2726848414.4391246,3043629388.037071,-316780973.59794664
2021-01-29,1116523378.9557028,1017160809.2470509,99362569.7086519
2021-01-30,964235539.1706729,957913327.2821158,6322211.888557076
2021-01-31,1469740339.457056,1554112260.165361,-84371920.70830488
2021-02-01,1901289184.239278,2344418429.8905177,-443129245.65123963
2021-02-02,4423675353.319545,4537180020.712026,-113504667.39248085
2021-02-03,2285177285.647785,2025413260.315765,259764025.33202028
2021-02-04,2063911699.9145536,2330873964.7251606,-266962264.81060696
2021-02-05,1279966019.7738702,1352359000.8798075,-72392981.10593724
2021-02-06,1723628351.37912,1769798007.9365866,-46169656.55746651
2021-02-07,2229490202.7102017,2327655233.2693453,-98165030.55914354
2021-02-08,2395054495.101304,2437046877.23401,-41992382.132706165
2021-02-09,2326054267.378822,2183850749.763362,142203517.61545992
2021-02-10,1642529035.7477648,1672390864.8110106,-29861829.063245773
2021-02-11,1735668039.938162,1751277850.6843927,-15609810.746230602
2021-02-12,1633180685.58027,1576562830.105949,56617855.47432113
2021-02-13,1540563033.4582746,1495895527.0288317,44667506.42944288
2021-02-14,1881714850.6407778,2573583506.9725466,-691868656.3317688
2021-02-15,1513486953.3545768,1677033053.82264,-163546100.46806312
2021-02-16,2272262954.612413,2190839131.1912413,81423823.42117167
2021-02-17,2482094732.9649506,2790382522.12227,-308287789.15731955
2021-02-18,2705978481.6549087,2373609456.2802825,332369025.37462616
2021-02-19,2283760481.876781,2056840494.0941029,226919987.78267813
2021-02-20,1681878532.30131,1737944250.845086,-56065718.543776035
2021-02-21,3160379367.4699373,2811469089.8616643,348910277.608273
2021-02-22,3206188654.33311,3089726452.7714787,116462201.5616312
2021-02-23,2862779130.2868567,2614577508.822002,248201621.46485472
2021-02-24,2001816118.0684292,2203420138.634024,-201604020.5655949
2021-02-25,2398037574.4179535,2218566706.1288624,179470868.2890911
2021-02-26,1023251436.4018921,1157299235.661715,-134047799.25982296
2021-02-27,1689471977.6898568,1639663014.4624553,49808963.227401495
2021-02-28,2544725969.7687745,2595983074.157874,-51257104.3890996
2021-03-01,2073475494.0755837,2371674612.8572807,-298199118.78169703
2021-03-02,1635106836.4959767,1770618069.4953005,-135511232.99932384
2021-03-03,1839499727.7547176,1940786154.6462579,-101286426.89154029
2021-03-04,2515314866.3258166,2115211409.7642534,400103456.56156325
2021-03-05,1386649818.0266206,1503887342.1705334,-117237524.14391279
2021-03-06,1383711570.0627162,2177785111.469961,-794073541.4072449
2021-03-07,2258433558.654173,2334933012.1780806,-76499453.52390766
2021-03-08,2220141529.9887266,2161528224.6797132,58613305.30901337
2021-03-09,2464923964.7544827,2614325067.8436213,-149401103.0891385
2021-03-10,1874347691.150706,2040487185.617813,-166139494.46710706
2021-03-11,2694045753.9267178,2260327199.950314,433718553.9764037
2021-03-12,1673415896.929181,1856165002.3576639,-182749105.42848277
2021-03-13,1141568408.6068478,1137582969.265042,3985439.3418056965
2021-03-14,2570825869.5092306,2409770221.190783,161055648.3184476
2021-03-15,2820085787.8172383,3112350602.8559637,-292264815.0387254
2021-03-16,2071760206.7863429,1973991441.1461277,97768765.64021516
2021-03-17,1839661659.046195,1782768806.5003047,56892852.54589033
2021-03-18,1961152605.6695294,2145346884.3205016,-184194278.65097213
2021-03-19,1517388412.6238065,2294898163.2337723,-777509750.6099658
2021-03-20,1371363563.079125,1453914848.1634405,-82551285.08431554
2021-03-21,2120614241.652715,1926257200.2567084,194357041.39600658
2021-03-22,2124343225.0461936,1978800046.5800607,145543178.46613288
2021-03-23,2165906243.962373,2042231050.621248,123675193.34112477
2021-03-24,2053598121.7178965,2105064708.1177614,-51466586.39986491
