Date,Bitcoin,Ethereum,Total
2020-03-18,376648.0,240937.0,84216.0
2020-03-19,438844.0,291074.0,79404.0
2020-03-20,447115.0,258646.0,52138.0
2020-03-21,417916.0,334155.0,58546.0
2020-03-22,334616.0,248277.0,56598.0
2020-03-23,421947.0,260517.0,56269.0
2020-03-24,473118.0,252632.0,47916.0
2020-03-25,333663.0,232798.0,47772.0
2020-03-26,621997.0,242908.0,48413.0
2020-03-27,589090.0,245483.0,59115.0
2020-03-28,388811.0,195029.0,46974.0
2020-03-29,359368.0,177022.0,50649.0
2020-03-30,521947.0,206448.0,52913.0
2020-03-31,562616.0,200986.0,51551.0
2020-04-01,548488.0,197934.0,49001.0
2020-04-02,529785.0,209184.0,53992.0
2020-04-03,490436.0,208717.0,59165.0
2020-04-04,411953.0,179637.0,72004.0
2020-04-05,364748.0,170965.0,70784.0
2020-04-06,492567.0,206500.0,68732.0
2020-04-07,673736.0,217074.0,67730.0
2020-04-08,507094.0,284394.0,63632.0
2020-04-09,463658.0,214951.0,65708.0
2020-04-10,482112.0,216139.0,67224.0
2020-04-11,398515.0,197000.0,64676.0
2020-04-12,389092.0,212660.0,77597.0
2020-04-13,517679.0,235269.0,75154.0
2020-04-14,551941.0,270525.0,68102.0
2020-04-15,646864.0,246354.0,68079.0
2020-04-16,569407.0,228721.0,74051.0
2020-04-17,556758.0,244796.0,67846.0
2020-04-18,599531.0,253736.0,80913.0
2020-04-19,470396.0,239766.0,114476.0
2020-04-20,555859.0,258280.0,223832.0
2020-04-21,535197.0,240616.0,272049.0
2020-04-22,450300.0,228881.0,247230.0
2020-04-23,603696.0,253968.0,156831.0
2020-04-24,574457.0,261931.0,145092.0
2020-04-25,544053.0,236175.0,111595.0
2020-04-26,452671.0,233824.0,109054.0
2020-04-27,553512.0,251559.0,106243.0
2020-04-28,625008.0,247826.0,118465.0
2020-04-29,550011.0,262139.0,115591.0
2020-04-30,566237.0,262456.0,105287.0
2020-05-01,582584.0,256046.0,99922.0
2020-05-02,676700.0,253448.0,84438.0
2020-05-03,627310.0,266184.0,65125.0
2020-05-04,564931.0,233704.0,68216.0
2020-05-05,646694.0,233842.0,73088.0
2020-05-06,640420.0,249382.0,64163.0
2020-05-07,650234.0,250434.0,59856.0
2020-05-08,587898.0,256407.0,56245.0
2020-05-09,576064.0,272798.0,78221.0
2020-05-10,588507.0,255020.0,51366.0
2020-05-11,657293.0,257696.0,56018.0
2020-05-12,618532.0,244896.0,61070.0
2020-05-13,525784.0,220788.0,58850.0
2020-05-14,535141.0,223940.0,128974.0
2020-05-15,546226.0,247301.0,59247.0
2020-05-16,562143.0,241038.0,56236.0
2020-05-17,495084.0,228020.0,52092.0
2020-05-18,621409.0,242779.0,66413.0
2020-05-19,556804.0,252645.0,71473.0
2020-05-20,536639.0,242475.0,89219.0
2020-05-21,586989.0,243112.0,78171.0
2020-05-22,483663.0,252074.0,64410.0
2020-05-23,538057.0,259715.0,64607.0
2020-05-24,557131.0,230587.0,61458.0
2020-05-25,544022.0,238810.0,68735.0
2020-05-26,560127.0,254939.0,70762.0
2020-05-27,616308.0,257178.0,64230.0
2020-05-28,552776.0,267121.0,68550.0
2020-05-29,549442.0,304669.0,66530.0
2020-05-30,627062.0,281306.0,68104.0
2020-05-31,548676.0,264111.0,67284.0
2020-06-01,570558.0,283506.0,66265.0
2020-06-02,564227.0,307544.0,66389.0
2020-06-03,620270.0,280163.0,65756.0
2020-06-04,608421.0,291977.0,75217.0
2020-06-05,613133.0,269835.0,76018.0
2020-06-06,508763.0,250432.0,69261.0
2020-06-07,442805.0,235907.0,72769.0
2020-06-08,666165.0,274060.0,79346.0
2020-06-09,626221.0,297101.0,82908.0
2020-06-10,586422.0,282289.0,84406.0
2020-06-11,726167.0,282307.0,77382.0
2020-06-12,601706.0,299813.0,78631.0
2020-06-13,538275.0,283656.0,70110.0
2020-06-14,436568.0,259044.0,66540.0
2020-06-15,537142.0,283273.0,67956.0
2020-06-16,636414.0,288146.0,69460.0
2020-06-17,587988.0,279410.0,67102.0
2020-06-18,538583.0,311794.0,64622.0
2020-06-19,632625.0,297777.0,63712.0
2020-06-20,488848.0,305973.0,61956.0
2020-06-21,476516.0,294202.0,67092.0
2020-06-22,526512.0,313942.0,91956.0
2020-06-23,706428.0,329274.0,84669.0
2020-06-24,624821.0,316075.0,86996.0
2020-06-25,571288.0,308133.0,88360.0
2020-06-26,631722.0,316710.0,84759.0
2020-06-27,502777.0,314930.0,91836.0
2020-06-28,431905.0,321418.0,90741.0
2020-06-29,620079.0,375097.0,90781.0
2020-06-30,593720.0,346059.0,84732.0
2020-07-01,709153.0,334292.0,76656.0
2020-07-02,627054.0,335000.0,86418.0
2020-07-03,628348.0,318221.0,81936.0
2020-07-04,539777.0,320038.0,86767.0
2020-07-05,518079.0,276800.0,102638.0
2020-07-06,660028.0,306479.0,116567.0
2020-07-07,617776.0,330763.0,114041.0
2020-07-08,651077.0,326670.0,119012.0
2020-07-09,702156.0,322800.0,126888.0
2020-07-10,655203.0,315340.0,129707.0
2020-07-11,591510.0,318727.0,139537.0
2020-07-12,486896.0,302792.0,141892.0
2020-07-13,567467.0,339292.0,144468.0
2020-07-14,616601.0,332653.0,131569.0
2020-07-15,611390.0,358767.0,117899.0
2020-07-16,590353.0,317978.0,111430.0
2020-07-17,506858.0,312475.0,103832.0
2020-07-18,550291.0,290373.0,108129.0
2020-07-19,584317.0,308646.0,100101.0
2020-07-20,595119.0,330385.0,103847.0
2020-07-21,552212.0,293451.0,103469.0
2020-07-22,617809.0,313751.0,104120.0
2020-07-23,606251.0,324666.0,100382.0
2020-07-24,692731.0,308195.0,102074.0
2020-07-25,636846.0,325544.0,110734.0
2020-07-26,689773.0,323892.0,115661.0
2020-07-27,640790.0,350088.0,119960.0
2020-07-28,645778.0,388218.0,126929.0
2020-07-29,635316.0,324033.0,131054.0
2020-07-30,584715.0,333009.0,134683.0
2020-07-31,673924.0,338854.0,135027.0
2020-08-01,606315.0,351197.0,143176.0
2020-08-02,627377.0,334527.0,150769.0
2020-08-03,726708.0,349966.0,145020.0
2020-08-04,630921.0,364347.0,151233.0
2020-08-05,582735.0,366631.0,148676.0
2020-08-06,722596.0,371303.0,158136.0
2020-08-07,690985.0,351900.0,150605.0
2020-08-08,631795.0,336285.0,150462.0
2020-08-09,620395.0,313726.0,154734.0
2020-08-10,596610.0,316250.0,167633.0
2020-08-11,699555.0,305668.0,174157.0
2020-08-12,699185.0,239557.0,175914.0
2020-08-13,594471.0,272568.0,181886.0
2020-08-14,707509.0,289680.0,202169.0
2020-08-15,639920.0,311179.0,201513.0
2020-08-16,611287.0,310078.0,207277.0
2020-08-17,523369.0,301639.0,230665.0
2020-08-18,606161.0,293692.0,255723.0
2020-08-19,599579.0,305375.0,252454.0
2020-08-20,616697.0,304346.0,265778.0
2020-08-21,724679.0,323246.0,270703.0
2020-08-22,602453.0,293824.0,262303.0
2020-08-23,627156.0,315068.0,256452.0
2020-08-24,572980.0,311659.0,266201.0
2020-08-25,574803.0,296670.0,285407.0
2020-08-26,647079.0,310000.0,255147.0
2020-08-27,558162.0,305621.0,238925.0
2020-08-28,702462.0,285191.0,229155.0
2020-08-29,654586.0,264838.0,233428.0
2020-08-30,538615.0,227603.0,235127.0
2020-08-31,560085.0,271156.0,219699.0
2020-09-01,643572.0,251509.0,234559.0
2020-09-02,619739.0,240661.0,261206.0
2020-09-03,576367.0,244992.0,266887.0
2020-09-04,628574.0,295932.0,239642.0
2020-09-05,607910.0,226224.0,224276.0
2020-09-06,705416.0,262831.0,219229.0
2020-09-07,761926.0,271083.0,237024.0
2020-09-08,630127.0,263608.0,241537.0
2020-09-09,591701.0,240480.0,229788.0
2020-09-10,730598.0,229771.0,271451.0
2020-09-11,605123.0,226678.0,268523.0
2020-09-12,592800.0,233537.0,254495.0
2020-09-13,515823.0,218252.0,235696.0
2020-09-14,672727.0,230160.0,245714.0
2020-09-15,593979.0,256048.0,247206.0
2020-09-16,676565.0,235095.0,253702.0
2020-09-17,755350.0,340830.0,258202.0
2020-09-18,616401.0,323585.0,275305.0
2020-09-19,585324.0,294576.0,297625.0
2020-09-20,526435.0,322142.0,234323.0
2020-09-21,587596.0,314018.0,268880.0
2020-09-22,581329.0,285170.0,267413.0
2020-09-23,618458.0,294711.0,309035.0
2020-09-24,562445.0,309289.0,291834.0
2020-09-25,770526.0,279840.0,421348.0
2020-09-26,645942.0,281279.0,308341.0
2020-09-27,507923.0,276713.0,263585.0
2020-09-28,522312.0,285716.0,301012.0
2020-09-29,604377.0,288302.0,296752.0
2020-09-30,724872.0,284167.0,341941.0
2020-10-01,550346.0,281443.0,297190.0
2020-10-02,602246.0,274690.0,310052.0
2020-10-03,674180.0,256744.0,352675.0
2020-10-04,616790.0,271107.0,346056.0
2020-10-05,585828.0,251702.0,368580.0
2020-10-06,588243.0,266688.0,354974.0
2020-10-07,664723.0,278872.0,333008.0
2020-10-08,675471.0,272323.0,329622.0
2020-10-09,642276.0,294206.0,305050.0
2020-10-10,590061.0,292091.0,293893.0
2020-10-11,509672.0,284946.0,278877.0
2020-10-12,601405.0,292350.0,301625.0
2020-10-13,690079.0,324492.0,323835.0
2020-10-14,580668.0,315713.0,303896.0
2020-10-15,658422.0,446714.0,318961.0
2020-10-16,629132.0,398846.0,291703.0
2020-10-17,536543.0,354892.0,308555.0
2020-10-18,449691.0,294361.0,282520.0
2020-10-19,551153.0,316321.0,327013.0
2020-10-20,602959.0,310254.0,342639.0
2020-10-21,594937.0,334375.0,397202.0
2020-10-22,619448.0,366238.0,322172.0
2020-10-23,582114.0,343537.0,269971.0
2020-10-24,732059.0,319159.0,257966.0
2020-10-25,548195.0,276244.0,264132.0
2020-10-26,479617.0,299271.0,284981.0
2020-10-27,450858.0,302218.0,303070.0
2020-10-28,437789.0,324224.0,331805.0
2020-10-29,491120.0,293682.0,318887.0
2020-10-30,503732.0,311559.0,285189.0
2020-10-31,511671.0,331345.0,291427.0
2020-11-01,531038.0,305697.0,254342.0
2020-11-02,435978.0,331281.0,303949.0
2020-11-03,617118.0,326135.0,272511.0
2020-11-04,789203.0,382161.0,255825.0
2020-11-05,657725.0,339163.0,287148.0
2020-11-06,688696.0,365555.0,273383.0
2020-11-07,722011.0,349796.0,293259.0
2020-11-08,607660.0,318793.0,250251.0
2020-11-09,841100.0,350196.0,280410.0
2020-11-10,658037.0,334703.0,280962.0
2020-11-11,645227.0,340393.0,272237.0
2020-11-12,683398.0,325167.0,302107.0
2020-11-13,620087.0,338037.0,275026.0
2020-11-14,578871.0,347612.0,280414.0
2020-11-15,556200.0,308658.0,282648.0
2020-11-16,666714.0,333550.0,304095.0
2020-11-17,702818.0,341238.0,282632.0
2020-11-18,743632.0,324856.0,296051.0
2020-11-19,663753.0,326539.0,296923.0
2020-11-20,767388.0,352521.0,334441.0
2020-11-21,664097.0,369434.0,308157.0
2020-11-22,546744.0,360636.0,295281.0
2020-11-23,614613.0,364264.0,325131.0
2020-11-24,602732.0,353088.0,357624.0
2020-11-25,674114.0,375202.0,306295.0
2020-11-26,704319.0,321907.0,297323.0
2020-11-27,716172.0,362580.0,290783.0
2020-11-28,703847.0,330986.0,285066.0
2020-11-29,563941.0,362168.0,304326.0
2020-11-30,514185.0,340639.0,342181.0
2020-12-01,686632.0,341970.0,377272.0
2020-12-02,580912.0,314234.0,381346.0
2020-12-03,735579.0,321715.0,385213.0
2020-12-04,684116.0,323552.0,447372.0
2020-12-05,710183.0,318749.0,344089.0
2020-12-06,592385.0,301334.0,317397.0
2020-12-07,640544.0,310847.0,322272.0
2020-12-08,656757.0,319834.0,326937.0
2020-12-09,634640.0,313216.0,309843.0
2020-12-10,611244.0,297240.0,286941.0
2020-12-11,675355.0,318668.0,289615.0
2020-12-12,604561.0,337746.0,296543.0
2020-12-13,613561.0,352772.0,351075.0
2020-12-14,605863.0,368887.0,445898.0
2020-12-15,640570.0,351472.0,330286.0
2020-12-16,649473.0,386633.0,331523.0
2020-12-17,596027.0,424418.0,404979.0
2020-12-18,688209.0,383767.0,365821.0
2020-12-19,718048.0,390218.0,354051.0
2020-12-20,709445.0,320067.0,340298.0
2020-12-21,721080.0,314081.0,389879.0
2020-12-22,669021.0,314996.0,403583.0
2020-12-23,679856.0,355690.0,384444.0
2020-12-24,584629.0,327496.0,369866.0
2020-12-25,661868.0,316464.0,364736.0
2020-12-26,603688.0,321047.0,327436.0
2020-12-27,662527.0,329270.0,359199.0
2020-12-28,740057.0,351118.0,383814.0
2020-12-29,726493.0,348257.0,392900.0
2020-12-30,755411.0,348625.0,387055.0
2020-12-31,772052.0,326871.0,380275.0
2021-01-01,648865.0,352847.0,352312.0
2021-01-02,709045.0,320612.0,435678.0
2021-01-03,729558.0,356660.0,560641.0
2021-01-04,813202.0,362894.0,372381.0
2021-01-05,733298.0,372189.0,312021.0
2021-01-06,827269.0,394131.0,316170.0
2021-01-07,737643.0,419135.0,302920.0
2021-01-08,680319.0,390757.0,291914.0
2021-01-09,629940.0,413855.0,374570.0
2021-01-10,727328.0,399152.0,399659.0
2021-01-11,713064.0,378213.0,384755.0
2021-01-12,732502.0,349329.0,356218.0
2021-01-13,713428.0,348566.0,345731.0
2021-01-14,680504.0,368563.0,360741.0
2021-01-15,748289.0,389514.0,575560.0
2021-01-16,682946.0,380161.0,359821.0
2021-01-17,640515.0,354924.0,368372.0
2021-01-18,675545.0,370906.0,354009.0
2021-01-19,675964.0,379365.0,375259.0
2021-01-20,638878.0,372650.0,367007.0
2021-01-21,628659.0,334809.0,390633.0
2021-01-22,648074.0,334575.0,365785.0
2021-01-23,732629.0,346189.0,332794.0
2021-01-24,650095.0,336015.0,323149.0
2021-01-25,707767.0,341903.0,367421.0
2021-01-26,773075.0,361408.0,334489.0
2021-01-27,662458.0,317388.0,376604.0
2021-01-28,672193.0,354233.0,390705.0
2021-01-29,696649.0,385718.0,452508.0
2021-01-30,648473.0,375793.0,378447.0
2021-01-31,672682.0,355201.0,382312.0
2021-02-01,547729.0,363478.0,427729.0
2021-02-02,720770.0,375010.0,385541.0
2021-02-03,694619.0,391147.0,398383.0
2021-02-04,736832.0,375848.0,421951.0
2021-02-05,790002.0,360634.0,447295.0
2021-02-06,721880.0,355476.0,478217.0
2021-02-07,731246.0,360676.0,481035.0
2021-02-08,767026.0,370446.0,577461.0
2021-02-09,632307.0,376703.0,640424.0
2021-02-10,650196.0,371090.0,560574.0
2021-02-11,568129.0,385602.0,520708.0
2021-02-12,635027.0,373375.0,535600.0
2021-02-13,759276.0,354863.0,534375.0
2021-02-14,713178.0,348853.0,571120.0
2021-02-15,709419.0,331615.0,569517.0
2021-02-16,552832.0,362972.0,561240.0
2021-02-17,628819.0,372039.0,568844.0
2021-02-18,641777.0,372192.0,674153.0
2021-02-19,713303.0,395147.0,742967.0
2021-02-20,689958.0,394227.0,748509.0
2021-02-21,631295.0,374766.0,697787.0
2021-02-22,616251.0,354625.0,696677.0
2021-02-23,578782.0,337019.0,671840.0
2021-02-24,722304.0,374048.0,669887.0
2021-02-25,725342.0,356889.0,676491.0
2021-02-26,627147.0,371476.0,604900.0
2021-02-27,738151.0,366217.0,600753.0
2021-02-28,655232.0,351015.0,625103.0
2021-03-01,616125.0,373109.0,744894.0
2021-03-02,661711.0,384066.0,765351.0
2021-03-03,676037.0,356967.0,665320.0
2021-03-04,568405.0,369013.0,666495.0
2021-03-05,691010.0,335123.0,633138.0
2021-03-06,739155.0,345013.0,612052.0
2021-03-07,673084.0,322634.0,625867.0
2021-03-08,750928.0,349449.0,654460.0
2021-03-09,625670.0,385080.0,710378.0
2021-03-10,677404.0,388503.0,734721.0
2021-03-11,603680.0,385008.0,777760.0
2021-03-12,699566.0,394679.0,715959.0
2021-03-13,656254.0,375582.0,679255.0
2021-03-14,714327.0,386818.0,731505.0
2021-03-15,677634.0,383815.0,796988.0
2021-03-16,684763.0,378977.0,751932.0
2021-03-17,610687.0,363931.0,903924.0
2021-03-18,678196.0,366864.0,1153493.0
2021-03-19,676692.0,379859.0,998596.0
2021-03-20,694484.0,371631.0,881158.0
2021-03-21,740394.0,352259.0,877613.0
2021-03-22,704449.0,363241.0,915973.0
2021-03-23,773613.0,393684.0,821593.0
2021-03-24,710263.0,384640.0,906056.0
2021-03-25,733863.0,404156.0,830640.0
2021-03-26,634594.0,395684.0,856226.0
2021-03-27,736982.0,380244.0,804555.0
2021-03-28,713156.0,362171.0,799705.0
2021-03-29,664626.0,383827.0,866259.0
2021-03-30,672519.0,377872.0,918157.0
2021-03-31,722904.0,379051.0,1061101.0
2021-04-01,648682.0,398202.0,1020830.0
2021-04-02,643353.0,433790.0,1043773.0
2021-04-03,616708.0,388449.0,1053852.0
2021-04-04,678651.0,372770.0,1061172.0
2021-04-05,783684.0,387835.0,1137115.0
2021-04-06,685108.0,406140.0,1107750.0
2021-04-07,749320.0,387495.0,1020795.0
2021-04-08,621346.0,393351.0,1047836.0
2021-04-09,736359.0,391638.0,1041404.0
2021-04-10,729597.0,412155.0,1063311.0
2021-04-11,673489.0,399502.0,973093.0
2021-04-12,680748.0,423881.0,1098928.0
2021-04-13,654731.0,417050.0,1060422.0
2021-04-14,620036.0,438288.0,1031338.0
2021-04-15,812809.0,371628.0,1141574.0
2021-04-16,452407.0,438418.0,1169720.0
2021-04-17,442025.0,438866.0,1221690.0
2021-04-18,577225.0,413030.0,1143974.0
2021-04-19,441662.0,452411.0,1366231.0
2021-04-20,618246.0,469287.0,1658514.0
2021-04-21,464068.0,500765.0,1756192.0
2021-04-22,673676.0,505261.0,1464300.0
2021-04-23,639174.0,482746.0,1283250.0
2021-04-24,711509.0,488999.0,1216221.0
2021-04-25,673775.0,522512.0,1262075.0
2021-04-26,537343.0,514082.0,1389860.0
2021-04-27,680645.0,486756.0,1438881.0
2021-04-28,696901.0,486782.0,1319435.0
2021-04-29,578928.0,495881.0,1490495.0
2021-04-30,701321.0,461009.0,1513779.0
2021-05-01,654471.0,495758.0,1295030.0
2021-05-02,921650.0,443185.0,1259440.0
2021-05-03,871965.0,464519.0,1322291.0
2021-05-04,888310.0,492697.0,1413099.0
2021-05-05,777097.0,491383.0,1434414.0
2021-05-06,794697.0,495212.0,1612927.0
2021-05-07,764723.0,479065.0,1665605.0
2021-05-08,772680.0,465717.0,1677552.0
2021-05-09,860833.0,539986.0,1748009.0
2021-05-10,878755.0,464471.0,2000864.0
2021-05-11,790856.0,460702.0,2216088.0
2021-05-12,793754.0,449276.0,2141781.0
2021-05-13,739859.0,516961.0,1852514.0
2021-05-14,636730.0,500255.0,1970405.0
2021-05-15,599618.0,471860.0,1885981.0
2021-05-16,645835.0,451862.0,1779453.0
2021-05-17,576967.0,456277.0,1724806.0
2021-05-18,473980.0,440128.0,1736928.0
2021-05-19,569405.0,404217.0,1768865.0
2021-05-20,516956.0,455608.0,1733430.0
2021-05-21,505293.0,431852.0,1642245.0
2021-05-22,538937.0,372784.0,1269343.0
2021-05-23,629567.0,347810.0,1293736.0
2021-05-24,612245.0,391122.0,1627405.0
2021-05-25,601738.0,408686.0,1417088.0
2021-05-26,568262.0,412841.0,1409642.0
2021-05-27,502526.0,433295.0,1649608.0
2021-05-28,610834.0,394825.0,1393901.0
2021-05-29,558815.0,429278.0,1568827.0
2021-05-30,723249.0,445423.0,1904472.0
2021-05-31,659337.0,422881.0,1440128.0
2021-06-01,579941.0,407832.0,1484724.0
2021-06-02,735659.0,427127.0,1543991.0
2021-06-03,661882.0,467533.0,1638770.0
2021-06-04,577684.0,453052.0,1537431.0
2021-06-05,468134.0,431709.0,1585428.0
2021-06-06,450329.0,424332.0,1510505.0
2021-06-07,578217.0,408806.0,1557471.0
2021-06-08,646212.0,372048.0,1515994.0
2021-06-09,456809.0,376175.0,1483758.0
2021-06-10,547670.0,379559.0,1587615.0
2021-06-11,489445.0,361287.0,1502290.0
2021-06-12,669942.0,369128.0,1407211.0
2021-06-13,524015.0,400709.0,1415123.0
2021-06-14,590267.0,385212.0,1562680.0
2021-06-15,581805.0,385477.0,1621318.0
2021-06-16,601078.0,382588.0,1653556.0
2021-06-17,542169.0,366761.0,1828871.0
2021-06-18,512397.0,353835.0,1919389.0
2021-06-19,416451.0,323132.0,1654013.0
2021-06-20,397690.0,332622.0,1424017.0
2021-06-21,494351.0,356296.0,1553877.0
2021-06-22,438615.0,379712.0,1522150.0
2021-06-23,497894.0,393035.0,1518924.0
2021-06-24,521644.0,401854.0,1484832.0
2021-06-25,571466.0,389991.0,1470155.0
2021-06-26,434333.0,378975.0,1303835.0
2021-06-27,262348.0,353155.0,1392804.0
2021-06-28,422073.0,398954.0,1649544.0
2021-06-29,434146.0,413616.0,1753664.0
2021-06-30,425596.0,398390.0,1748369.0
2021-07-01,449579.0,408230.0,1800097.0
2021-07-02,460680.0,385318.0,1894089.0
2021-07-03,681599.0,354001.0,1735712.0
2021-07-04,585851.0,355932.0,1880413.0
2021-07-05,634730.0,367774.0,2013368.0
2021-07-06,535082.0,360970.0,2112340.0
2021-07-07,513546.0,372710.0,1904448.0
2021-07-08,498221.0,366747.0,1789602.0
2021-07-09,552133.0,367086.0,1587203.0
2021-07-10,424757.0,341268.0,1501521.0
2021-07-11,474823.0,338377.0,1463518.0
2021-07-12,525862.0,351423.0,1620803.0
2021-07-13,528351.0,347274.0,1482121.0
2021-07-14,526140.0,352347.0,1425188.0
2021-07-15,539232.0,369060.0,1457680.0
2021-07-16,481082.0,353667.0,1473662.0
2021-07-17,396156.0,347358.0,1502114.0
2021-07-18,421293.0,335516.0,1580043.0
2021-07-19,568057.0,360754.0,1558140.0
2021-07-20,534570.0,364222.0,1587118.0
2021-07-21,527043.0,377230.0,1610457.0
2021-07-22,516341.0,378106.0,1766056.0
2021-07-23,495920.0,383995.0,1891443.0
2021-07-24,457623.0,404357.0,1867098.0
2021-07-25,412496.0,356547.0,1991568.0
2021-07-26,605628.0,390912.0,2010212.0
2021-07-27,606347.0,399876.0,1857061.0
2021-07-28,558399.0,403215.0,2033329.0
2021-07-29,577182.0,408936.0,2025388.0
2021-07-30,535600.0,401966.0,2051590.0
2021-07-31,445062.0,390197.0,1980532.0
2021-08-01,412600.0,378571.0,1973602.0
2021-08-02,622069.0,416984.0,2015281.0
2021-08-03,529694.0,374370.0,2197807.0
2021-08-04,551736.0,368665.0,2059481.0
2021-08-05,531085.0,343423.0,2202400.0
2021-08-06,583838.0,377331.0,2149459.0
2021-08-07,458289.0,354534.0,2077269.0
2021-08-08,463499.0,357870.0,2094851.0
2021-08-09,613878.0,350039.0,2100349.0
2021-08-10,572704.0,354092.0,2035004.0
2021-08-11,546674.0,358031.0,2241799.0
2021-08-12,542007.0,343462.0,1894027.0
2021-08-13,580539.0,347348.0,1743843.0
2021-08-14,422344.0,334445.0,1654931.0
2021-08-15,491578.0,328598.0,1735913.0
2021-08-16,652047.0,374818.0,1811761.0
2021-08-17,649460.0,367959.0,1763057.0
2021-08-18,565362.0,356527.0,1793360.0
2021-08-19,578000.0,395393.0,1896125.0
2021-08-20,636144.0,387243.0,2035298.0
2021-08-21,494404.0,365270.0,1831345.0
2021-08-22,467815.0,348805.0,1725465.0
2021-08-23,651169.0,359023.0,1826347.0
2021-08-24,636453.0,340741.0,1696190.0
2021-08-25,541130.0,318044.0,1677057.0
2021-08-26,516310.0,327370.0,1793875.0
2021-08-27,523345.0,309405.0,1774600.0
2021-08-28,456302.0,329434.0,1845182.0
2021-08-29,405249.0,323228.0,1780388.0
2021-08-30,589408.0,336098.0,2038053.0
2021-08-31,578870.0,349800.0,2029762.0
2021-09-01,598795.0,354201.0,2107935.0
2021-09-02,645440.0,366432.0,2156977.0
2021-09-03,674716.0,329167.0,2142648.0
2021-09-04,483751.0,334146.0,2024270.0
2021-09-05,451452.0,323699.0,1948307.0
2021-09-06,647738.0,342811.0,2057858.0
2021-09-07,595615.0,374807.0,2203079.0
2021-09-08,566820.0,338959.0,2027218.0
2021-09-09,578633.0,345357.0,2013979.0
2021-09-10,572597.0,389811.0,1971191.0
2021-09-11,568004.0,454255.0,1883984.0
2021-09-12,421245.0,394853.0,1817708.0
2021-09-13,614026.0,463112.0,2087090.0
2021-09-14,627969.0,394384.0,2058655.0
2021-09-15,648851.0,385905.0,2224662.0
2021-09-16,692256.0,369717.0,2238950.0
2021-09-17,612282.0,364174.0,2246985.0
2021-09-18,522584.0,360372.0,2279918.0
2021-09-19,435992.0,347720.0,2136578.0
2021-09-20,689556.0,322789.0,2367399.0
2021-09-21,532761.0,356289.0,2232556.0
2021-09-22,569851.0,360185.0,2394695.0
2021-09-23,572138.0,360908.0,2457704.0
2021-09-24,634939.0,331013.0,2312190.0
2021-09-25,414711.0,351111.0,2070192.0
2021-09-26,442200.0,314025.0,2203461.0
2021-09-27,568920.0,326196.0,2202336.0
2021-09-28,635395.0,315442.0,2098425.0
2021-09-29,522110.0,331073.0,2143499.0
2021-09-30,730017.0,318389.0,2383460.0
2021-10-01,583675.0,350446.0,2488089.0
2021-10-02,638495.0,348070.0,2320448.0
2021-10-03,509168.0,343416.0,2348881.0
2021-10-04,701193.0,316129.0,2595208.0
2021-10-05,707555.0,374347.0,2509666.0
2021-10-06,528433.0,388581.0,2444236.0
2021-10-07,734677.0,427705.0,2725596.0
2021-10-08,613233.0,410152.0,2501427.0
2021-10-09,693036.0,384641.0,2364992.0
2021-10-10,501712.0,361118.0,2431804.0
2021-10-11,674423.0,367864.0,2459635.0
2021-10-12,603338.0,367585.0,2442352.0
2021-10-13,663879.0,349852.0,2841755.0
2021-10-14,657719.0,367986.0,2915148.0
2021-10-15,615306.0,376497.0,2677129.0
2021-10-16,587417.0,381390.0,2518835.0
2021-10-17,534843.0,371748.0,2546563.0
2021-10-18,637555.0,378175.0,2949717.0
2021-10-19,721611.0,398467.0,3032536.0
2021-10-20,593117.0,418591.0,2693563.0
2021-10-21,764735.0,414550.0,2682473.0
2021-10-22,639107.0,409035.0,2526475.0
2021-10-23,490514.0,432038.0,2244007.0
2021-10-24,443724.0,415541.0,2374102.0
2021-10-25,732133.0,401111.0,2645301.0
2021-10-26,639939.0,412249.0,2836713.0
2021-10-27,616582.0,407211.0,2986978.0
2021-10-28,696355.0,481823.0,3141017.0
2021-10-29,635604.0,471186.0,3181195.0
2021-10-30,543723.0,424349.0,3128767.0
2021-10-31,568326.0,402701.0,3147101.0
2021-11-01,704207.0,420416.0,3351133.0
2021-11-02,658574.0,448844.0,3563637.0
2021-11-03,691976.0,458627.0,3461088.0
2021-11-04,642854.0,440927.0,4097712.0
2021-11-05,693097.0,424341.0,3357197.0
2021-11-06,485518.0,409209.0,3113157.0
2021-11-07,530254.0,418055.0,3233258.0
2021-11-08,595805.0,436066.0,3792310.0
2021-11-09,800188.0,412746.0,3842408.0
2021-11-10,640725.0,465484.0,3971951.0
2021-11-11,682242.0,446958.0,3920661.0
2021-11-12,610669.0,449362.0,3784071.0
2021-11-13,494032.0,444501.0,3743141.0
2021-11-14,481343.0,443249.0,3810529.0
2021-11-15,714142.0,402721.0,4298264.0
2021-11-16,674741.0,407120.0,3792347.0
2021-11-17,655882.0,495568.0,3497327.0
2021-11-18,620260.0,399188.0,3558112.0
2021-11-19,595747.0,418879.0,3732513.0
2021-11-20,512672.0,357009.0,3116639.0
2021-11-21,545650.0,423486.0,3193060.0
2021-11-22,575378.0,359177.0,3434930.0
2021-11-23,533800.0,380226.0,3464815.0
2021-11-24,682923.0,402379.0,3665587.0
2021-11-25,554218.0,395704.0,3787015.0
2021-11-26,611381.0,402921.0,3757481.0
2021-11-27,441897.0,362626.0,3443939.0
2021-11-28,490196.0,346802.0,3362732.0
2021-11-29,604946.0,395718.0,3642967.0
2021-11-30,567666.0,416064.0,3846063.0
2021-12-01,663962.0,377416.0,4253978.0
