,Date,SPY_Close,SPY_Volume,VIX_Close,UsIndex_Close
0,2018-01-02,2695.81005859375,3397430000.0,9.770000457763672,91.8499984741211
1,2018-01-03,2713.06005859375,3544030000.0,9.149999618530273,92.16000366210938
2,2018-01-04,2723.989990234375,3697340000.0,9.220000267028809,91.8499984741211
3,2018-01-05,2743.14990234375,3239280000.0,9.220000267028809,91.94999694824219
4,2018-01-08,2747.7099609375,3246160000.0,9.520000457763672,92.33000183105469
5,2018-01-09,2751.2900390625,3467460000.0,10.079999923706055,92.52999877929688
6,2018-01-10,2748.22998046875,3579900000.0,9.819999694824219,92.33000183105469
7,2018-01-11,2767.56005859375,3645690000.0,9.880000114440918,91.8499984741211
8,2018-01-12,2786.239990234375,3587220000.0,10.15999984741211,90.97000122070312
9,2018-01-16,2776.419921875,4362880000.0,11.65999984741211,90.38999938964844
10,2018-01-17,2802.56005859375,3790340000.0,11.90999984741211,90.54000091552734
11,2018-01-18,2798.030029296875,3703300000.0,12.220000267028809,90.5
12,2018-01-19,2810.300048828125,3724230000.0,11.270000457763672,90.56999969482422
13,2018-01-22,2832.969970703125,3489480000.0,11.029999732971191,90.4000015258789
14,2018-01-23,2839.1298828125,3541140000.0,11.100000381469727,90.12000274658203
15,2018-01-24,2837.5400390625,4079270000.0,11.470000267028809,89.20999908447266
16,2018-01-25,2839.25,3873100000.0,11.579999923706055,89.38999938964844
17,2018-01-26,2872.8701171875,3474680000.0,11.079999923706055,89.06999969482422
18,2018-01-29,2853.530029296875,3587420000.0,13.84000015258789,89.30999755859375
19,2018-01-30,2822.429931640625,4012070000.0,14.789999961853027,89.19000244140625
20,2018-01-31,2823.81005859375,4276270000.0,13.539999961853027,89.12999725341797
21,2018-02-01,2821.97998046875,3977380000.0,13.470000267028809,88.66999816894531
22,2018-02-02,2762.1298828125,4340220000.0,17.309999465942383,89.19999694824219
23,2018-02-05,2648.93994140625,5310840000.0,37.31999969482422,89.55000305175781
24,2018-02-06,2695.139892578125,5917350000.0,29.979999542236328,89.58999633789062
25,2018-02-07,2681.659912109375,4646300000.0,27.729999542236328,90.26000213623047
26,2018-02-08,2581.0,5333840000.0,33.459999084472656,90.2300033569336
27,2018-02-09,2619.550048828125,5690110000.0,29.059999465942383,90.44000244140625
28,2018-02-12,2656.0,4069220000.0,25.610000610351562,90.20999908447266
29,2018-02-13,2662.93994140625,3503540000.0,24.969999313354492,89.69999694824219
30,2018-02-14,2698.6298828125,4011940000.0,19.260000228881836,89.12000274658203
31,2018-02-15,2731.199951171875,3696140000.0,19.1299991607666,88.58999633789062
32,2018-02-16,2732.219970703125,3646920000.0,19.459999084472656,89.0999984741211
33,2018-02-20,2716.260009765625,3646920000.0,20.600000381469727,89.72000122070312
34,2018-02-21,2701.330078125,3789040000.0,20.020000457763672,90.08000183105469
35,2018-02-22,2703.9599609375,3720620000.0,18.719999313354492,89.75
36,2018-02-23,2747.300048828125,3200360000.0,16.489999771118164,89.87999725341797
37,2018-02-26,2779.60009765625,3436590000.0,15.800000190734863,89.81999969482422
38,2018-02-27,2744.280029296875,3752070000.0,18.59000015258789,90.36000061035156
39,2018-02-28,2713.830078125,4244570000.0,19.850000381469727,90.61000061035156
40,2018-03-01,2677.669921875,4514490000.0,22.469999313354492,90.31999969482422
41,2018-03-02,2691.25,3891250000.0,19.59000015258789,89.94000244140625
42,2018-03-05,2720.93994140625,3733640000.0,18.729999542236328,90.08000183105469
43,2018-03-06,2728.1201171875,3389030000.0,18.360000610351562,89.62000274658203
44,2018-03-07,2726.800048828125,3406690000.0,17.760000228881836,89.63999938964844
45,2018-03-08,2738.969970703125,3206040000.0,16.540000915527344,90.12000274658203
46,2018-03-09,2786.570068359375,3376870000.0,14.640000343322754,90.08999633789062
47,2018-03-12,2783.02001953125,3216960000.0,15.779999732971191,89.9000015258789
48,2018-03-13,2765.31005859375,3324290000.0,16.350000381469727,89.66000366210938
49,2018-03-14,2749.47998046875,3394630000.0,17.229999542236328,89.69999694824219
50,2018-03-15,2747.330078125,3543710000.0,16.59000015258789,90.13999938964844
51,2018-03-16,2752.010009765625,5429140000.0,15.800000190734863,90.2300033569336
52,2018-03-19,2712.919921875,3327460000.0,19.020000457763672,89.9000015258789
53,2018-03-20,2716.93994140625,3272590000.0,18.200000762939453,90.37000274658203
