"Date","BTC Market Cap","ETH Market Cap","Top 10 (Without BTC & ETH)","Others"
"2019-02-02","60678990333.1717","11200980015.417768","25592872795.764432","11946421585.5781"
"2019-02-03","61071179758.435844","11387807226.075611","25765586602.393945","11920287561.9736"
"2019-02-04","60524138032.473946","11229439070.409464","25421430457.785490","11734324948.7411"
"2019-02-05","60723961265.783615","11267355154.846409","25457291468.204406","11889877983.58957"
"2019-02-06","60825168548.915","11245947689.319769","25357469972.033741","12046484091.78049"
"2019-02-07","59682137962.35292","10959290841.797949","24625515610.874831","11781953620.6073"
"2019-02-08","59482397752.99235","10923364917.939417","24680739949.426933","11787196255.2093"
"2019-02-09","64226481382.1611","12490351594.278725","27032315346.280435","13512282216.56074"
"2019-02-10","64286029202.05369","12520670865.692413","27205212832.861147","13134102309.21375"
"2019-02-11","64439836442.25577","13087985837.282696","27209334494.483884","13185734526.88065"
"2019-02-12","63670312531.29947","12680390197.310715","26514701154.286845","13468633364.58497"
"2019-02-13","63712841387.27635","12845310573.797472","26876769215.306858","13576730427.92432"
"2019-02-14","63267872020.65663","12793730452.297075","26452938390.309355","13520206865.00394"
"2019-02-15","62991824523.89914","12668201016.366795","26128575850.157225","13175936903.40284"
"2019-02-16","63165603231.85129","12742765419.399738","26418327400.089592","13337299091.74938"
"2019-02-17","63547140519.07759","12903776985.469166","26459565761.450754","13639825311.51949"
"2019-02-18","64383522064.40136","14098327882.16335","26763480574.41883","14074601022.18046"
"2019-02-19","68147457622.522125","15243928177.166456","28888819955.382429","14826232575.13299"
"2019-02-20","68719418872.04398","15072819715.874296","29204172690.724334","15030572827.97539"
"2019-02-21","69790459105.50142","15611440200.106087","30461490344.674443","15276917564.63005"
"2019-02-22","69059468752.51183","15225793598.680445","29463776782.301725","14952191157.683"
"2019-02-23","69748877117.19371","15537602228.061953","29818704413.129517","15139270872.98382"
"2019-02-24","72266544791.73584","16550258314.845478","30883652766.997112","15843648429.58257"
"2019-02-25","66108588220.39571","14284713525.163023","27658674242.641167","14499940717.8621"
"2019-02-26","67154603799.94677","14472468022.306929","28899377761.245051","14721015825.94725"
"2019-02-27","66890485485.37128","14307393197.668602","28285389964.622028","14967071264.22309"
"2019-02-28","67155912259.18905","14178777736.552544","28216327847.120876","14916280970.18253"
"2019-03-01","67016664287.2375","14233212113.400938","28371400239.035562","14723535900.727"
"2019-03-02","67085713233.78275","14187938674.158926","28712728435.687504","14952980305.44482"
"2019-03-03","67101767698.901596","13922485507.386408","28639690043.787496","14823876187.6695"
"2019-03-04","66885712070.35212","13708633834.78851","28526469001.97303","14678376271.19734"
"2019-03-05","65238057881.55198","13206850625.680403","27606857377.029777","14331661913.75284"
"2019-03-06","67733767403.2078","14358338788.931305","29629409222.254875","15191443277.07502"
"2019-03-07","67888909504.19791","14452766138.766956","29869483449.389164","15021091143.66297"
"2019-03-08","68020879276.31612","14369621725.628769","29918252174.930211","15416919663.1779"
"2019-03-09","67914021946.078575","14031460882.113087","29345365362.135838","15371576476.6585"
"2019-03-10","69292799411.19722","14428962251.829548","30107710101.719862","16047819805.52837"
"2019-03-11","68962957216.01791","14309692872.294827","30169305453.729013","16001513346.81925"
"2019-03-12","67983966610.10971","13919712301.577475","29666364943.827525","15890739452.04929"
"2019-03-13","68203157396.32404","14031839989.199167","30070250899.388663","16800550854.78713"
"2019-03-14","67968370343.91208","13852442749.06418","30055729718.28119","16557045439.01055"
"2019-03-15","68177693410.06057","13903058196.646849","30036516125.383741","16716325871.23084"
"2019-03-16","69031558676.15643","14361253091.20203","30735413666.37817","18400862486.98437"
