Date,BNB Chain,Tron,Bitcoin,Solana,Ethereum,Polygon,Ronin,Aptos,Celo,TON
2017-03-24,,,478931.00,,23615.00,,,,,
2017-03-25,,,386612.00,,21706.00,,,,,
2017-03-26,,,359581.00,,18701.00,,,,,
2017-03-27,,,380976.00,,21777.00,,,,,
2017-03-28,,,488032.00,,20422.00,,,,,
2017-03-29,,,432715.00,,20745.00,,,,,
2017-03-30,,,467727.00,,25336.00,,,,,
2017-03-31,,,412707.00,,31064.00,,,,,
2017-04-01,,,408323.00,,20444.00,,,,,
2017-04-02,,,414674.00,,23188.00,,,,,
2017-04-03,,,476595.00,,29481.00,,,,,
2017-04-04,,,404918.00,,22555.00,,,,,
2017-04-05,,,492068.00,,23678.00,,,,,
2017-04-06,,,466448.00,,26898.00,,,,,
2017-04-07,,,492306.00,,19707.00,,,,,
2017-04-08,,,377039.00,,17663.00,,,,,
2017-04-09,,,427471.00,,16169.00,,,,,
2017-04-10,,,426457.00,,19404.00,,,,,
2017-04-11,,,492658.00,,18806.00,,,,,
2017-04-12,,,437820.00,,20121.00,,,,,
2017-04-13,,,401272.00,,21666.00,,,,,
2017-04-14,,,436826.00,,19814.00,,,,,
2017-04-15,,,431524.00,,18397.00,,,,,
2017-04-16,,,378872.00,,15283.00,,,,,
2017-04-17,,,379877.00,,16722.00,,,,,
2017-04-18,,,454639.00,,19884.00,,,,,
2017-04-19,,,456068.00,,20316.00,,,,,
2017-04-20,,,458104.00,,21015.00,,,,,
2017-04-21,,,512520.00,,18210.00,,,,,
2017-04-22,,,427468.00,,17107.00,,,,,
2017-04-23,,,405117.00,,17441.00,,,,,
2017-04-24,,,392154.00,,20719.00,,,,,
2017-04-25,,,475139.00,,19893.00,,,,,
2017-04-26,,,481436.00,,20658.00,,,,,
2017-04-27,,,467413.00,,29582.00,,,,,
2017-04-28,,,443913.00,,26274.00,,,,,
2017-04-29,,,521482.00,,22778.00,,,,,
2017-04-30,,,466828.00,,24982.00,,,,,
2017-05-01,,,451068.00,,28479.00,,,,,
2017-05-02,,,497410.00,,27951.00,,,,,
2017-05-03,,,426994.00,,23900.00,,,,,
2017-05-04,,,522754.00,,30668.00,,,,,
2017-05-05,,,406032.00,,30489.00,,,,,
2017-05-06,,,535211.00,,25374.00,,,,,
2017-05-07,,,503300.00,,29245.00,,,,,
2017-05-08,,,560265.00,,36818.00,,,,,
2017-05-09,,,510160.00,,31985.00,,,,,
2017-05-10,,,463051.00,,29260.00,,,,,
2017-05-11,,,429701.00,,31948.00,,,,,
2017-05-12,,,472086.00,,29150.00,,,,,
2017-05-13,,,493082.00,,24600.00,,,,,
2017-05-14,,,552460.00,,26114.00,,,,,
2017-05-15,,,510992.00,,32468.00,,,,,
2017-05-16,,,443156.00,,32039.00,,,,,
2017-05-17,,,500075.00,,39231.00,,,,,
2017-05-18,,,486292.00,,37987.00,,,,,
2017-05-19,,,528506.00,,48207.00,,,,,
2017-05-20,,,570246.00,,35592.00,,,,,
2017-05-21,,,492063.00,,37116.00,,,,,
2017-05-22,,,480171.00,,45770.00,,,,,
2017-05-23,,,556754.00,,48878.00,,,,,
2017-05-24,,,494215.00,,50675.00,,,,,
2017-05-25,,,518635.00,,49975.00,,,,,
2017-05-26,,,498961.00,,47154.00,,,,,
2017-05-27,,,559458.00,,38905.00,,,,,
2017-05-28,,,546573.00,,37274.00,,,,,
2017-05-29,,,462884.00,,41781.00,,,,,
2017-05-30,,,546073.00,,50713.00,,,,,
2017-05-31,,,518216.00,,68626.00,,,,,
2017-06-01,,,543299.00,,63026.00,,,,,
2017-06-02,,,464717.00,,49279.00,,,,,
2017-06-03,,,596876.00,,48847.00,,,,,
2017-06-04,,,475620.00,,48260.00,,,,,
2017-06-05,,,514062.00,,56221.00,,,,,
2017-06-06,,,501675.00,,55547.00,,,,,
2017-06-07,,,578735.00,,54312.00,,,,,
2017-06-08,,,552684.00,,49111.00,,,,,
2017-06-09,,,501409.00,,59982.00,,,,,
2017-06-10,,,457105.00,,59885.00,,,,,
2017-06-11,,,448800.00,,68622.00,,,,,
2017-06-12,,,474042.00,,95035.00,,,,,
2017-06-13,,,482328.00,,86073.00,,,,,
2017-06-14,,,475963.00,,75666.00,,,,,
2017-06-15,,,537243.00,,77848.00,,,,,
2017-06-16,,,478109.00,,68886.00,,,,,
2017-06-17,,,439386.00,,70010.00,,,,,
2017-06-18,,,428625.00,,72212.00,,,,,
2017-06-19,,,492823.00,,78486.00,,,,,
2017-06-20,,,460621.00,,92911.00,,,,,
2017-06-21,,,472300.00,,89474.00,,,,,
2017-06-22,,,497588.00,,89522.00,,,,,
2017-06-23,,,478825.00,,82918.00,,,,,
2017-06-24,,,436617.00,,78122.00,,,,,
2017-06-25,,,359261.00,,68505.00,,,,,
2017-06-26,,,480810.00,,102650.00,,,,,
2017-06-27,,,433004.00,,82568.00,,,,,
2017-06-28,,,511971.00,,80883.00,,,,,
2017-06-29,,,412435.00,,77058.00,,,,,
2017-06-30,,,481236.00,,75797.00,,,,,
2017-07-01,,,443316.00,,72221.00,,,,,
2017-07-02,,,414380.00,,70383.00,,,,,
2017-07-03,,,458175.00,,87101.00,,,,,
2017-07-04,,,457230.00,,85912.00,,,,,
2017-07-05,,,418363.00,,75146.00,,,,,
2017-07-06,,,411900.00,,72402.00,,,,,
2017-07-07,,,455255.00,,90820.00,,,,,
2017-07-08,,,420465.00,,63023.00,,,,,
2017-07-09,,,344806.00,,60632.00,,,,,
2017-07-10,,,467918.00,,82913.00,,,,,
2017-07-11,,,498718.00,,79735.00,,,,,
2017-07-12,,,506418.00,,76954.00,,,,,
2017-07-13,,,440384.00,,65209.00,,,,,
2017-07-14,,,410459.00,,62768.00,,,,,
2017-07-15,,,418817.00,,63014.00,,,,,
2017-07-16,,,411088.00,,61678.00,,,,,
2017-07-17,,,469550.00,,67845.00,,,,,
2017-07-18,,,543672.00,,71931.00,,,,,
2017-07-19,,,479533.00,,74890.00,,,,,
2017-07-20,,,437889.00,,69877.00,,,,,
2017-07-21,,,489792.00,,62276.00,,,,,
2017-07-22,,,451262.00,,53467.00,,,,,
2017-07-23,,,362137.00,,86594.00,,,,,
2017-07-24,,,468535.00,,67922.00,,,,,
2017-07-25,,,456446.00,,63591.00,,,,,
2017-07-26,,,456935.00,,58751.00,,,,,
2017-07-27,,,484798.00,,62640.00,,,,,
2017-07-28,,,466858.00,,64307.00,,,,,
2017-07-29,,,451948.00,,52486.00,,,,,
2017-07-30,,,383739.00,,52804.00,,,,,
2017-07-31,,,463772.00,,80462.00,,,,,
2017-08-01,,,304913.00,,59807.00,,,,,
2017-08-02,,,403129.00,,64856.00,,,,,
2017-08-03,,,396829.00,,64557.00,,,,,
2017-08-04,,,442099.00,,72230.00,,,,,
2017-08-05,,,448406.00,,73917.00,,,,,
2017-08-06,,,344010.00,,69825.00,,,,,
2017-08-07,,,440707.00,,79293.00,,,,,
2017-08-08,,,511202.00,,90723.00,,,,,
2017-08-09,,,453086.00,,83037.00,,,,,
2017-08-10,,,471727.00,,96549.00,,,,,
2017-08-11,,,488943.00,,97510.00,,,,,
2017-08-12,,,450350.00,,91436.00,,,,,
2017-08-13,,,476017.00,,83060.00,,,,,
2017-08-14,,,428152.00,,110498.00,,,,,
2017-08-15,,,507817.00,,111227.00,,,,,
2017-08-16,,,434391.00,,110907.00,,,,,
2017-08-17,,,588856.00,,112558.00,,,,,
2017-08-18,,,461614.00,,121522.00,,,,,
2017-08-19,,,468925.00,,94366.00,,,,,
2017-08-20,,,399357.00,,85456.00,,,,,
2017-08-21,,,392396.00,,107084.00,,,,,
2017-08-22,,,315094.00,,98886.00,,,,,
2017-08-23,,,558280.00,,106195.00,,,,,
2017-08-24,,,352010.00,,90334.00,,,,,
2017-08-25,,,331217.00,,99750.00,,,,,
2017-08-26,,,382167.00,,74326.00,,,,,
2017-08-27,,,503329.00,,79318.00,,,,,
2017-08-28,,,414991.00,,93210.00,,,,,
2017-08-29,,,532184.00,,109347.00,,,,,
2017-08-30,,,550250.00,,110317.00,,,,,
2017-08-31,,,539907.00,,117144.00,,,,,
2017-09-01,,,514251.00,,110706.00,,,,,
2017-09-02,,,430015.00,,90141.00,,,,,
2017-09-03,,,379589.00,,78651.00,,,,,
2017-09-04,,,507875.00,,132506.00,,,,,
2017-09-05,,,510147.00,,123274.00,,,,,
2017-09-06,,,516040.00,,126352.00,,,,,
2017-09-07,,,529701.00,,115656.00,,,,,
2017-09-08,,,542445.00,,114787.00,,,,,
2017-09-09,,,413468.00,,102049.00,,,,,
2017-09-10,,,364444.00,,80754.00,,,,,
2017-09-11,,,484666.00,,103906.00,,,,,
2017-09-12,,,467685.00,,125607.00,,,,,
2017-09-13,,,469811.00,,108764.00,,,,,
2017-09-14,,,518806.00,,123227.00,,,,,
2017-09-15,,,536896.00,,133715.00,,,,,
2017-09-16,,,411299.00,,91044.00,,,,,
2017-09-17,,,370010.00,,68525.00,,,,,
2017-09-18,,,434529.00,,100252.00,,,,,
2017-09-19,,,527774.00,,98218.00,,,,,
2017-09-20,,,398756.00,,94708.00,,,,,
2017-09-21,,,456291.00,,87354.00,,,,,
2017-09-22,,,399894.00,,73405.00,,,,,
2017-09-23,,,355623.00,,76308.00,,,,,
2017-09-24,,,352094.00,,82801.00,,,,,
2017-09-25,,,412363.00,,90462.00,,,,,
2017-09-26,,,473173.00,,83296.00,,,,,
2017-09-27,,,437388.00,,82885.00,,,,,
2017-09-28,,,499601.00,,94012.00,,,,,
2017-09-29,,,460381.00,,94833.00,,,,,
2017-09-30,,,394915.00,,84124.00,,,,,
2017-10-01,,,412379.00,,72547.00,,,,,
2017-10-02,,,525209.00,,85401.00,,,,,
2017-10-03,,,508290.00,,88484.00,,,,,
2017-10-04,,,391947.00,,80928.00,,,,,
2017-10-05,,,455468.00,,87296.00,,,,,
2017-10-06,,,518404.00,,82402.00,,,,,
2017-10-07,,,408614.00,,80060.00,,,,,
2017-10-08,,,447092.00,,81276.00,,,,,
2017-10-09,,,522984.00,,85979.00,,,,,
2017-10-10,,,533836.00,,103441.00,,,,,
2017-10-11,,,487836.00,,105624.00,,,,,
2017-10-12,,,501235.00,,101159.00,,,,,
2017-10-13,,,473013.00,,116356.00,,,,,
2017-10-14,,,474218.00,,93147.00,,,,,
2017-10-15,,,524348.00,,84210.00,,,,,
2017-10-16,,,532628.00,,85319.00,,,,,
2017-10-17,,,544106.00,,127844.00,,,,,
2017-10-18,,,485189.00,,103823.00,,,,,
2017-10-19,,,572950.00,,92207.00,,,,,
2017-10-20,,,522567.00,,110289.00,,,,,
2017-10-21,,,494081.00,,104104.00,,,,,
2017-10-22,,,524585.00,,133636.00,,,,,
2017-10-23,,,559149.00,,107846.00,,,,,
2017-10-24,,,604607.00,,107115.00,,,,,
2017-10-25,,,604806.00,,94800.00,,,,,
2017-10-26,,,450063.00,,95942.00,,,,,
2017-10-27,,,374204.00,,96818.00,,,,,
2017-10-28,,,300955.00,,89895.00,,,,,
2017-10-29,,,549591.00,,97037.00,,,,,
2017-10-30,,,534200.00,,107231.00,,,,,
2017-10-31,,,516162.00,,112544.00,,,,,
2017-11-01,,,578856.00,,134632.00,,,,,
2017-11-02,,,552602.00,,145504.00,,,,,
2017-11-03,,,429266.00,,115173.00,,,,,
2017-11-04,,,487610.00,,93089.00,,,,,
2017-11-05,,,496752.00,,91393.00,,,,,
2017-11-06,,,484726.00,,107368.00,,,,,
2017-11-07,,,559257.00,,109974.00,,,,,
2017-11-08,,,523011.00,,120246.00,,,,,
2017-11-09,,,569782.00,,123958.00,,,,,
2017-11-10,,,452889.00,,113759.00,,,,,
2017-11-11,,,309590.00,,101678.00,,,,,
2017-11-12,,,315429.00,,117206.00,,,,,
2017-11-13,,,522102.00,,110581.00,,,,,
2017-11-14,,,474231.00,,126229.00,,,,,
2017-11-15,,,568590.00,,142926.00,,,,,
2017-11-16,,,552610.00,,125884.00,,,,,
2017-11-17,,,608697.00,,137626.00,,,,,
2017-11-18,,,513091.00,,113504.00,,,,,
2017-11-19,,,591454.00,,118210.00,,,,,
2017-11-20,,,626484.00,,127810.00,,,,,
2017-11-21,,,604420.00,,141243.00,,,,,
2017-11-22,,,543977.00,,143456.00,,,,,
2017-11-23,,,585366.00,,137938.00,,,,,
2017-11-24,,,551716.00,,135049.00,,,,,
2017-11-25,,,589691.00,,133957.00,,,,,
2017-11-26,,,570791.00,,139917.00,,,,,
2017-11-27,,,633102.00,,172554.00,,,,,
2017-11-28,,,605449.00,,173583.00,,,,,
2017-11-29,,,657287.00,,190779.00,,,,,
2017-11-30,,,631108.00,,170548.00,,,,,
2017-12-01,,,650230.00,,147592.00,,,,,
2017-12-02,,,578997.00,,155418.00,,,,,
2017-12-03,,,615530.00,,180859.00,,,,,
2017-12-04,,,684325.00,,178708.00,,,,,
2017-12-05,,,655474.00,,180595.00,,,,,
2017-12-06,,,697081.00,,226351.00,,,,,
2017-12-07,,,574029.00,,164907.00,,,,,
2017-12-08,,,602108.00,,197475.00,,,,,
2017-12-09,,,672154.00,,200453.00,,,,,
2017-12-10,,,640135.00,,197232.00,,,,,
2017-12-11,,,634264.00,,225985.00,,,,,
2017-12-12,,,599753.00,,269269.00,,,,,
2017-12-13,,,737500.00,,276277.00,,,,,
2017-12-14,,,739765.00,,286014.00,,,,,
2017-12-15,,,678211.00,,265988.00,,,,,
2017-12-16,,,716351.00,,248959.00,,,,,
2017-12-17,,,729817.00,,250599.00,,,,,
2017-12-18,,,741000.00,,268020.00,,,,,
2017-12-19,,,553637.00,,312146.00,,,,,
2017-12-20,,,545976.00,,301759.00,,,,,
2017-12-21,,,508502.00,,322627.00,,,,,
2017-12-22,,,627421.00,,368999.00,,,,,
2017-12-23,,,555028.00,,278786.00,,,,,
2017-12-24,,,645347.00,,207604.00,,,,,
2017-12-25,,,564761.00,,202071.00,,,,,
2017-12-26,,,581661.00,,249239.00,,,,,
2017-12-27,,,641673.00,,263705.00,,,,,
2017-12-28,,,612483.00,,262854.00,,,,,
2017-12-29,,,667156.00,,344630.00,,,,,
2017-12-30,,,584857.00,,369760.00,,,,,
2017-12-31,,,633939.00,,274967.00,,,,,
2018-01-01,,,642200.00,,275202.00,,,,,
2018-01-02,,,694349.00,,383761.00,,,,,
2018-01-03,,,639023.00,,368868.00,,,,,
2018-01-04,,,661855.00,,418241.00,,,,,
2018-01-05,,,555594.00,,389532.00,,,,,
2018-01-06,,,673899.00,,381856.00,,,,,
2018-01-07,,,642731.00,,375368.00,,,,,
2018-01-08,,,666271.00,,372488.00,,,,,
2018-01-09,,,659716.00,,438504.00,,,,,
2018-01-10,,,665146.00,,377351.00,,,,,
2018-01-11,,,830591.00,,404169.00,,,,,
2018-01-12,,,787800.00,,361302.00,,,,,
2018-01-13,,,622599.00,,397609.00,,,,,
2018-01-14,,,656011.00,,367573.00,,,,,
2018-01-15,,,610361.00,,437657.00,,,,,
2018-01-16,,,632405.00,,461807.00,,,,,
2018-01-17,,,715956.00,,447571.00,,,,,
2018-01-18,,,698160.00,,427561.00,,,,,
2018-01-19,,,728505.00,,329870.00,,,,,
2018-01-20,,,667828.00,,265082.00,,,,,
2018-01-21,,,711869.00,,428540.00,,,,,
2018-01-22,,,663247.00,,308479.00,,,,,
2018-01-23,,,620788.00,,289036.00,,,,,
2018-01-24,,,656451.00,,270491.00,,,,,
2018-01-25,,,562566.00,,223931.00,,,,,
2018-01-26,,,552259.00,,298478.00,,,,,
2018-01-27,,,538164.00,,258990.00,,,,,
2018-01-28,,,504557.00,,248172.00,,,,,
2018-01-29,,,497822.00,,281388.00,,,,,
2018-01-30,,,571468.00,,271208.00,,,,,
2018-01-31,,,426928.00,,265476.00,,,,,
2018-02-01,,,541276.00,,313354.00,,,,,
2018-02-02,,,588514.00,,301888.00,,,,,
2018-02-03,,,491745.00,,235203.00,,,,,
2018-02-04,,,503113.00,,259441.00,,,,,
2018-02-05,,,652709.00,,259707.00,,,,,
2018-02-06,,,694727.00,,275513.00,,,,,
2018-02-07,,,571437.00,,246937.00,,,,,
2018-02-08,,,527285.00,,200405.00,,,,,
2018-02-09,,,533879.00,,227787.00,,,,,
2018-02-10,,,528556.00,,240690.00,,,,,
2018-02-11,,,610606.00,,230043.00,,,,,
2018-02-12,,,691939.00,,246948.00,,,,,
2018-02-13,,,644217.00,,207647.00,,,,,
2018-02-14,,,707235.00,,229159.00,,,,,
2018-02-15,,,538658.00,,228736.00,,,,,
2018-02-16,,,558023.00,,188409.00,,,,,
2018-02-17,,,560286.00,,187323.00,,,,,
2018-02-18,,,522689.00,,196648.00,,,,,
2018-02-19,,,620500.00,,217893.00,,,,,
2018-02-20,,,470833.00,,245065.00,,,,,
2018-02-21,,,459148.00,,224201.00,,,,,
2018-02-22,,,425141.00,,203590.00,,,,,
2018-02-23,,,514493.00,,189407.00,,,,,
2018-02-24,,,526816.00,,163943.00,,,,,
2018-02-25,,,342396.00,,171014.00,,,,,
2018-02-26,,,447761.00,,211810.00,,,,,
2018-02-27,,,475425.00,,204522.00,,,,,
2018-02-28,,,552450.00,,214632.00,,,,,
2018-03-01,,,569469.00,,205462.00,,,,,
2018-03-02,,,481692.00,,201221.00,,,,,
2018-03-03,,,716636.00,,169813.00,,,,,
2018-03-04,,,594745.00,,156070.00,,,,,
2018-03-05,,,622616.00,,201678.00,,,,,
2018-03-06,,,607995.00,,218714.00,,,,,
2018-03-07,,,687336.00,,317131.00,,,,,
2018-03-08,,,693842.00,,199661.00,,,,,
2018-03-09,,,629782.00,,185315.00,,,,,
2018-03-10,,,629881.00,,170061.00,,,,,
2018-03-11,,,708142.00,,153421.00,,,,,
2018-03-12,,,625874.00,,165441.00,,,,,
2018-03-13,,,556297.00,,190275.00,,,,,
2018-03-14,,,363696.00,,219445.00,,,,,
2018-03-15,,,393705.00,,189096.00,,,,,
2018-03-16,,,353775.00,,167388.00,,,,,
2018-03-17,,,273439.00,,157439.00,,,,,
2018-03-18,,,334608.00,,171792.00,,,,,
2018-03-19,,,371528.00,,200922.00,,,,,
2018-03-20,,,354882.00,,176673.00,,,,,
2018-03-21,,,361481.00,,200408.00,,,,,
2018-03-22,,,379214.00,,170928.00,,,,,
2018-03-23,,,408224.00,,248606.00,,,,,
2018-03-24,,,355952.00,,206346.00,,,,,
2018-03-25,,,276681.00,,135128.00,,,,,
2018-03-26,,,385710.00,,171103.00,,,,,
2018-03-27,,,407202.00,,163376.00,,,,,
2018-03-28,,,347165.00,,149110.00,,,,,
2018-03-29,,,360647.00,,172625.00,,,,,
2018-03-30,,,340901.00,,181418.00,,,,,
2018-03-31,,,320430.00,,147933.00,,,,,
2018-04-01,,,262339.00,,133802.00,,,,,
2018-04-02,,,307597.00,,152815.00,,,,,
2018-04-03,,,391353.00,,175237.00,,,,,
2018-04-04,,,358389.00,,164538.00,,,,,
2018-04-05,,,343265.00,,199128.00,,,,,
2018-04-06,,,383262.00,,177144.00,,,,,
2018-04-07,,,331742.00,,150793.00,,,,,
2018-04-08,,,241704.00,,168345.00,,,,,
2018-04-09,,,358510.00,,179800.00,,,,,
2018-04-10,,,361506.00,,165908.00,,,,,
2018-04-11,,,354300.00,,179123.00,,,,,
2018-04-12,,,412777.00,,202951.00,,,,,
2018-04-13,,,400579.00,,205101.00,,,,,
2018-04-14,,,310976.00,,171344.00,,,,,
2018-04-15,,,393251.00,,170208.00,,,,,
2018-04-16,,,534221.00,,176220.00,,,,,
2018-04-17,,,393554.00,,179631.00,,,,,
2018-04-18,,,377882.00,,186742.00,,,,,
2018-04-19,,,399920.00,,209964.00,,,,,
2018-04-20,,,393908.00,,216963.00,,,,,
2018-04-21,,,416357.00,,208882.00,,,,,
2018-04-22,,,303038.00,,243344.00,,,,,
2018-04-23,,,404182.00,,250743.00,,,,,
2018-04-24,,,523342.00,,249851.00,,,,,
2018-04-25,,,452697.00,,222264.00,,,,,
2018-04-26,,,429504.00,,220882.00,,,,,
2018-04-27,,,436419.00,,206473.00,,,,,
2018-04-28,,,370563.00,,195641.00,,,,,
2018-04-29,,,340910.00,,190996.00,,,,,
2018-04-30,,,425291.00,,212243.00,,,,,
2018-05-01,,,381838.00,,186936.00,,,,,
2018-05-02,,,469936.00,,225865.00,,,,,
2018-05-03,,,429968.00,,253088.00,,,,,
2018-05-04,,,441371.00,,501567.00,,,,,
2018-05-05,,,409842.00,,263404.00,,,,,
2018-05-06,,,336768.00,,222476.00,,,,,
2018-05-07,,,455795.00,,254656.00,,,,,
2018-05-08,,,437677.00,,267493.00,,,,,
2018-05-09,,,392942.00,,247917.00,,,,,
2018-05-10,,,405125.00,,252576.00,,,,,
2018-05-11,,,510057.00,,249715.00,,,,,
2018-05-12,,,384909.00,,243853.00,,,,,
2018-05-13,,,316227.00,,224905.00,,,,,
2018-05-14,,,423961.00,,246891.00,,,,,
2018-05-15,,,420036.00,,263765.00,,,,,
2018-05-16,,,392526.00,,268126.00,,,,,
2018-05-17,,,440174.00,,281287.00,,,,,
2018-05-18,,,467461.00,,271290.00,,,,,
2018-05-19,,,331634.00,,289079.00,,,,,
2018-05-20,,,292780.00,,258566.00,,,,,
2018-05-21,,,419503.00,,250020.00,,,,,
2018-05-22,,,386963.00,,295703.00,,,,,
2018-05-23,,,432544.00,,273699.00,,,,,
2018-05-24,,,359798.00,,269570.00,,,,,
2018-05-25,,,398135.00,,260907.00,,,,,
2018-05-26,,,288923.00,,255000.00,,,,,
2018-05-27,,,264358.00,,266015.00,,,,,
2018-05-28,,,401698.00,,285257.00,,,,,
2018-05-29,,,398888.00,,280073.00,,,,,
2018-05-30,,,392976.00,,267038.00,,,,,
2018-05-31,,,422236.00,,284873.00,,,,,
2018-06-01,,,405584.00,,236897.00,,,,,
2018-06-02,,,332408.00,,274202.00,,,,,
2018-06-03,,,349866.00,,269200.00,,,,,
2018-06-04,,,498744.00,,254722.00,,,,,
2018-06-05,,,437538.00,,236918.00,,,,,
2018-06-06,,,438822.00,,234697.00,,,,,
2018-06-07,,,430290.00,,254878.00,,,,,
2018-06-08,,,418436.00,,237059.00,,,,,
2018-06-09,,,322700.00,,269658.00,,,,,
2018-06-10,,,345856.00,,277422.00,,,,,
2018-06-11,,,388518.00,,254350.00,,,,,
2018-06-12,,,452676.00,,224378.00,,,,,
2018-06-13,,,446038.00,,220175.00,,,,,
2018-06-14,,,389874.00,,220998.00,,,,,
2018-06-15,,,411233.00,,256762.00,,,,,
2018-06-16,,,278720.00,,192174.00,,,,,
2018-06-17,,,276094.00,,210658.00,,,,,
2018-06-18,,,383497.00,,207301.00,,,,,
2018-06-19,,,431803.00,,249258.00,,,,,
2018-06-20,,,383860.00,,265904.00,,,,,
2018-06-21,,,363895.00,,257005.00,,,,,
2018-06-22,,,407383.00,,272150.00,,,,,
2018-06-23,,,304281.00,,212641.00,,,,,
2018-06-24,,,294004.00,,228557.00,,,,,
2018-06-25,,372.00,431947.00,,364086.00,,,,,
2018-06-26,,507.00,415627.00,,259678.00,,,,,
2018-06-27,,510.00,410763.00,,248747.00,,,,,
2018-06-28,,432.00,381017.00,,240925.00,,,,,
2018-06-29,,344.00,377532.00,,255961.00,,,,,
2018-06-30,,401.00,409032.00,,145895.00,,,,,
2018-07-01,,385.00,325781.00,,101149.00,,,,,
2018-07-02,,485.00,441685.00,,120908.00,,,,,
2018-07-03,,470.00,450637.00,,128040.00,,,,,
2018-07-04,,558.00,407558.00,,122005.00,,,,,
2018-07-05,,712.00,360862.00,,147430.00,,,,,
2018-07-06,,678.00,371023.00,,117265.00,,,,,
2018-07-07,,434.00,302084.00,,121033.00,,,,,
2018-07-08,,478.00,320919.00,,161242.00,,,,,
2018-07-09,,628.00,434896.00,,174285.00,,,,,
2018-07-10,,1932.00,465784.00,,181887.00,,,,,
2018-07-11,,1913.00,429987.00,,169939.00,,,,,
2018-07-12,,1797.00,769318.00,,146999.00,,,,,
2018-07-13,,1805.00,714557.00,,131623.00,,,,,
2018-07-14,,2080.00,641167.00,,131279.00,,,,,
2018-07-15,,2418.00,359068.00,,128374.00,,,,,
2018-07-16,,2923.00,392812.00,,214831.00,,,,,
2018-07-17,,3051.00,491303.00,,222226.00,,,,,
2018-07-18,,3195.00,568857.00,,285212.00,,,,,
2018-07-19,,2958.00,448567.00,,242792.00,,,,,
2018-07-20,,2753.00,434717.00,,209967.00,,,,,
2018-07-21,,2391.00,340038.00,,174556.00,,,,,
2018-07-22,,2347.00,286676.00,,223774.00,,,,,
2018-07-23,,2800.00,516905.00,,277634.00,,,,,
2018-07-24,,4029.00,487640.00,,295109.00,,,,,
2018-07-25,,3892.00,544073.00,,289843.00,,,,,
2018-07-26,,3942.00,428312.00,,249174.00,,,,,
2018-07-27,,3664.00,469268.00,,278579.00,,,,,
2018-07-28,,3431.00,385622.00,,220773.00,,,,,
2018-07-29,,3677.00,304494.00,,233688.00,,,,,
2018-07-30,,4251.00,430412.00,,246556.00,,,,,
2018-07-31,,4058.00,483307.00,,240643.00,,,,,
2018-08-01,,8186.00,486920.00,,250941.00,,,,,
2018-08-02,,10100.00,432924.00,,244596.00,,,,,
2018-08-03,,11341.00,439317.00,,267850.00,,,,,
2018-08-04,,11314.00,349191.00,,232258.00,,,,,
2018-08-05,,11537.00,317710.00,,209861.00,,,,,
2018-08-06,,12150.00,449928.00,,226804.00,,,,,
2018-08-07,,12228.00,509038.00,,207883.00,,,,,
2018-08-08,,12423.00,434073.00,,179450.00,,,,,
2018-08-09,,12976.00,429968.00,,160350.00,,,,,
2018-08-10,,13096.00,448859.00,,197013.00,,,,,
2018-08-11,,12720.00,364032.00,,226461.00,,,,,
2018-08-12,,13448.00,315353.00,,229482.00,,,,,
2018-08-13,,14020.00,415707.00,,230387.00,,,,,
2018-08-14,,14695.00,440687.00,,216804.00,,,,,
2018-08-15,,15620.00,440625.00,,212336.00,,,,,
2018-08-16,,15822.00,417161.00,,239697.00,,,,,
2018-08-17,,18026.00,445792.00,,210977.00,,,,,
2018-08-18,,20389.00,331778.00,,201155.00,,,,,
2018-08-19,,21701.00,323813.00,,195979.00,,,,,
2018-08-20,,23750.00,435489.00,,218981.00,,,,,
2018-08-21,,23069.00,393476.00,,180665.00,,,,,
2018-08-22,,26489.00,430355.00,,191562.00,,,,,
2018-08-23,,14222.00,376473.00,,181063.00,,,,,
2018-08-24,,4757.00,425336.00,,205687.00,,,,,
2018-08-25,,4776.00,375177.00,,195522.00,,,,,
2018-08-26,,4725.00,347643.00,,207458.00,,,,,
2018-08-27,,39342.00,467964.00,,221077.00,,,,,
2018-08-28,,42827.00,467628.00,,193343.00,,,,,
2018-08-29,,44669.00,458602.00,,168048.00,,,,,
2018-08-30,,43288.00,430176.00,,173740.00,,,,,
2018-08-31,,43815.00,449701.00,,182976.00,,,,,
2018-09-01,,43949.00,393100.00,,206954.00,,,,,
2018-09-02,,44276.00,322212.00,,214406.00,,,,,
2018-09-03,,44656.00,423033.00,,216068.00,,,,,
2018-09-04,,44184.00,434868.00,,201668.00,,,,,
2018-09-05,,43858.00,453706.00,,203960.00,,,,,
2018-09-06,,44866.00,465929.00,,184030.00,,,,,
2018-09-07,,43864.00,457377.00,,194402.00,,,,,
2018-09-08,,44620.00,375185.00,,188353.00,,,,,
2018-09-09,,44359.00,339924.00,,188580.00,,,,,
2018-09-10,,44778.00,422828.00,,181468.00,,,,,
2018-09-11,,45554.00,453919.00,,159230.00,,,,,
2018-09-12,,44657.00,415535.00,,162738.00,,,,,
2018-09-13,,45039.00,429149.00,,172805.00,,,,,
2018-09-14,,45062.00,427227.00,,156452.00,,,,,
2018-09-15,,44438.00,379503.00,,126183.00,,,,,
2018-09-16,,44791.00,307107.00,,124466.00,,,,,
2018-09-17,,44423.00,418787.00,,162129.00,,,,,
2018-09-18,,44213.00,440266.00,,140582.00,,,,,
